killsplayer_1,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,killsplayer_10,deathsplayer_1,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,assistsplayer_2,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,assistsplayer_10,dragon_team100,dragon_team200,riftherald_team100,riftherald_team300,winningTeam,currentGold_1,magicDamageDoneToChampions_1,physicalDamageDoneToChampions_1,trueDamageDoneToChampions_1,totalDamageDoneToChampions_1,goldPerSecond_1,jungleMinionsKilled_1,level_1,minionsKilled_1,timeEnemySpentControlled_1,totalGold_1,xp_1,currentGold_2,magicDamageDoneToChampions_2,physicalDamageDoneToChampions_2,trueDamageDoneToChampions_2,totalDamageDoneToChampions_2,goldPerSecond_2,jungleMinionsKilled_2,level_2,minionsKilled_2,timeEnemySpentControlled_2,totalGold_2,xp_2,currentGold_3,magicDamageDoneToChampions_3,physicalDamageDoneToChampions_3,trueDamageDoneToChampions_3,totalDamageDoneToChampions_3,goldPerSecond_3,jungleMinionsKilled_3,level_3,minionsKilled_3,timeEnemySpentControlled_3,totalGold_3,xp_3,currentGold_4,magicDamageDoneToChampions_4,physicalDamageDoneToChampions_4,trueDamageDoneToChampions_4,totalDamageDoneToChampions_4,goldPerSecond_4,jungleMinionsKilled_4,level_4,minionsKilled_4,timeEnemySpentControlled_4,totalGold_4,xp_4,currentGold_5,magicDamageDoneToChampions_5,physicalDamageDoneToChampions_5,trueDamageDoneToChampions_5,totalDamageDoneToChampions_5,goldPerSecond_5,jungleMinionsKilled_5,level_5,minionsKilled_5,timeEnemySpentControlled_5,totalGold_5,xp_5,currentGold_6,magicDamageDoneToChampions_6,physicalDamageDoneToChampions_6,trueDamageDoneToChampions_6,totalDamageDoneToChampions_6,goldPerSecond_6,jungleMinionsKilled_6,level_6,minionsKilled_6,timeEnemySpentControlled_6,totalGold_6,xp_6,currentGold_7,magicDamageDoneToChampions_7,physicalDamageDoneToChampions_7,trueDamageDoneToChampions_7,totalDamageDoneToChampions_7,goldPerSecond_7,jungleMinionsKilled_7,level_7,minionsKilled_7,timeEnemySpentControlled_7,totalGold_7,xp_7,currentGold_8,magicDamageDoneToChampions_8,physicalDamageDoneToChampions_8,trueDamageDoneToChampions_8,totalDamageDoneToChampions_8,goldPerSecond_8,jungleMinionsKilled_8,level_8,minionsKilled_8,timeEnemySpentControlled_8,totalGold_8,xp_8,currentGold_9,magicDamageDoneToChampions_9,physicalDamageDoneToChampions_9,trueDamageDoneToChampions_9,totalDamageDoneToChampions_9,goldPerSecond_9,jungleMinionsKilled_9,level_9,minionsKilled_9,timeEnemySpentControlled_9,totalGold_9,xp_9,currentGold_10,magicDamageDoneToChampions_10,physicalDamageDoneToChampions_10,trueDamageDoneToChampions_10,totalDamageDoneToChampions_10,goldPerSecond_10,jungleMinionsKilled_10,level_10,minionsKilled_10,timeEnemySpentControlled_10,totalGold_10,xp_10,timestamp,gameMode,gameType,gameVersion,assistsplayer_1,assistsplayer_3,baron_team100,baron_team200,deathsplayer_10,killsplayer_0,riftherald_team200,killsplayer_5
4.0,3.0,1.0,1.0,4.0,3.0,9.0,3.0,2.0,3.0,7.0,4.0,3.0,4.0,2.0,4.0,,2.0,4.0,4.0,4.0,1.0,6.0,5.0,6.0,11.0,1.0,3.0,1.0,,200.0,284.0,1293.0,8952.0,0.0,10246.0,0.0,20.0,13.0,160.0,55461.0,8784.0,10405.0,341.0,676.0,5867.0,658.0,7201.0,0.0,84.0,10.0,11.0,103240.0,6891.0,6671.0,772.0,5604.0,828.0,0.0,6433.0,0.0,8.0,12.0,152.0,65129.0,6982.0,9068.0,824.0,239.0,7767.0,0.0,8007.0,0.0,0.0,11.0,175.0,24537.0,7099.0,7937.0,464.0,0.0,5862.0,0.0,5862.0,30.0,0.0,8.0,9.0,102362.0,5029.0,4881.0,124.0,0.0,6689.0,853.0,7543.0,0.0,0.0,13.0,164.0,122312.0,8034.0,10342.0,454.0,271.0,7193.0,1431.0,8896.0,0.0,138.0,12.0,15.0,366935.0,7819.0,9504.0,992.0,7481.0,411.0,517.0,8410.0,0.0,0.0,13.0,143.0,365327.0,9191.0,11265.0,550.0,3071.0,9081.0,120.0,12273.0,0.0,4.0,11.0,165.0,3137.0,8033.0,8394.0,149.0,5625.0,761.0,384.0,6771.0,30.0,0.0,10.0,9.0,129971.0,5709.0,6579.0,1200394.0,CLASSIC,MATCHED_GAME,11.22.406.3587,1.0,2.0,,1.0,2.0,,,1.0
2.0,8.0,2.0,4.0,1.0,10.0,8.0,10.0,1.0,6.0,7.0,4.0,7.0,6.0,6.0,3.0,2.0,5.0,4.0,9.0,6.0,7.0,4.0,2.0,6.0,11.0,,3.0,1.0,,200.0,841.0,1639.0,5675.0,688.0,8003.0,0.0,2.0,12.0,111.0,76202.0,7041.0,9149.0,1094.0,134.0,10990.0,750.0,11874.0,0.0,79.0,12.0,26.0,187457.0,9084.0,8901.0,371.0,2736.0,8795.0,0.0,11532.0,0.0,8.0,12.0,132.0,72608.0,6806.0,8673.0,663.0,0.0,11663.0,407.0,12070.0,0.0,0.0,11.0,104.0,28808.0,8438.0,7367.0,506.0,14029.0,406.0,0.0,14435.0,30.0,0.0,9.0,16.0,33207.0,6706.0,5878.0,170.0,3803.0,5202.0,1109.0,10115.0,0.0,8.0,11.0,80.0,274051.0,5790.0,8237.0,992.0,1087.0,9117.0,1075.0,11281.0,0.0,125.0,12.0,19.0,173351.0,9857.0,9669.0,293.0,5871.0,1967.0,512.0,8352.0,0.0,3.0,12.0,111.0,181012.0,8163.0,9676.0,795.0,0.0,19810.0,63.0,19873.0,0.0,0.0,12.0,158.0,30184.0,11885.0,9416.0,855.0,4005.0,633.0,570.0,5209.0,30.0,1.0,10.0,33.0,111100.0,6454.0,6853.0,1200447.0,CLASSIC,MATCHED_GAME,11.19.398.9466,4.0,5.0,,1.0,5.0,,,5.0
4.0,2.0,5.0,2.0,,1.0,,1.0,9.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,,4.0,2.0,8.0,,10.0,1.0,3.0,2.0,3.0,2.0,2.0,,100.0,552.0,3625.0,6392.0,2292.0,12310.0,0.0,8.0,13.0,162.0,157623.0,9742.0,10169.0,240.0,4963.0,1035.0,395.0,6395.0,0.0,116.0,11.0,9.0,196145.0,7250.0,8464.0,140.0,0.0,9527.0,438.0,9965.0,0.0,4.0,12.0,134.0,86953.0,8165.0,9491.0,1618.0,2693.0,5845.0,47.0,8586.0,0.0,0.0,11.0,151.0,0.0,7556.0,7508.0,631.0,4081.0,1071.0,1148.0,6301.0,30.0,0.0,9.0,24.0,50969.0,5131.0,5392.0,100.0,413.0,2357.0,0.0,2771.0,0.0,8.0,11.0,106.0,71580.0,5150.0,7476.0,217.0,3766.0,1574.0,0.0,5340.0,30.0,4.0,9.0,18.0,25463.0,5802.0,5834.0,427.0,5502.0,278.0,0.0,5780.0,0.0,4.0,12.0,149.0,26883.0,6267.0,9198.0,327.0,3760.0,795.0,0.0,4556.0,0.0,0.0,11.0,125.0,250307.0,6122.0,7704.0,223.0,1596.0,14734.0,822.0,17152.0,0.0,136.0,12.0,19.0,196309.0,10065.0,9528.0,1200297.0,CLASSIC,MATCHED_GAME,11.20.400.7328,3.0,4.0,1.0,,4.0,,,1.0
5.0,1.0,6.0,1.0,3.0,5.0,2.0,2.0,3.0,6.0,2.0,1.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,4.0,2.0,6.0,2.0,1.0,6.0,3.0,2.0,,,200.0,332.0,0.0,12172.0,434.0,12606.0,0.0,1.0,12.0,167.0,65901.0,9621.0,9610.0,420.0,731.0,1933.0,14.0,2678.0,0.0,94.0,11.0,20.0,305907.0,5895.0,7591.0,1184.0,7200.0,680.0,0.0,7881.0,0.0,12.0,13.0,169.0,80738.0,9044.0,10485.0,409.0,1072.0,5745.0,0.0,6817.0,0.0,0.0,11.0,116.0,0.0,6084.0,7340.0,668.0,5032.0,303.0,85.0,5421.0,30.0,0.0,9.0,15.0,106403.0,4518.0,6040.0,457.0,1392.0,3374.0,516.0,5283.0,0.0,15.0,12.0,124.0,72309.0,8242.0,9455.0,685.0,3710.0,6395.0,1350.0,11456.0,0.0,108.0,12.0,22.0,593207.0,8550.0,8859.0,1294.0,5603.0,2081.0,18.0,7702.0,0.0,4.0,13.0,165.0,146558.0,7354.0,10483.0,1548.0,1323.0,6642.0,284.0,8250.0,0.0,4.0,10.0,151.0,14085.0,7423.0,7164.0,840.0,2938.0,922.0,520.0,4380.0,30.0,0.0,9.0,7.0,27561.0,5840.0,5487.0,1200482.0,CLASSIC,MATCHED_GAME,11.20.400.7328,1.0,1.0,,2.0,1.0,,1.0,
,4.0,3.0,2.0,2.0,3.0,11.0,12.0,,6.0,4.0,7.0,7.0,4.0,3.0,1.0,5.0,1.0,5.0,,3.0,3.0,6.0,2.0,2.0,14.0,1.0,2.0,,,200.0,341.0,473.0,5147.0,2503.0,8124.0,0.0,4.0,11.0,125.0,105347.0,5641.0,8389.0,773.0,5985.0,820.0,520.0,7326.0,0.0,97.0,12.0,23.0,753670.0,7763.0,9033.0,325.0,1800.0,5176.0,896.0,7872.0,0.0,4.0,13.0,158.0,36345.0,8065.0,10053.0,166.0,936.0,3620.0,0.0,4557.0,0.0,0.0,9.0,96.0,0.0,6166.0,5579.0,-105.0,10286.0,135.0,302.0,10724.0,30.0,0.0,10.0,14.0,82635.0,6010.0,6557.0,881.0,1353.0,7394.0,2129.0,10877.0,0.0,14.0,13.0,131.0,65678.0,8106.0,10920.0,406.0,5582.0,1206.0,600.0,7389.0,0.0,134.0,13.0,15.0,419283.0,8371.0,10299.0,775.0,1195.0,12569.0,630.0,14395.0,0.0,0.0,13.0,139.0,80153.0,9325.0,10471.0,1749.0,3947.0,9608.0,1403.0,14958.0,0.0,0.0,12.0,177.0,7333.0,10748.0,9203.0,524.0,3061.0,1522.0,326.0,4910.0,30.0,0.0,11.0,24.0,123582.0,5784.0,7869.0,1200242.0,CLASSIC,MATCHED_GAME,11.22.406.3587,2.0,1.0,,,3.0,,2.0,4.0
,6.0,1.0,,4.0,9.0,4.0,1.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,5.0,7.0,3.0,9.0,9.0,2.0,3.0,1.0,,100.0,152.0,920.0,8533.0,0.0,9453.0,0.0,0.0,12.0,139.0,230818.0,6252.0,9386.0,46.0,722.0,8193.0,647.0,9563.0,0.0,97.0,11.0,9.0,144374.0,7246.0,7785.0,1133.0,10579.0,737.0,240.0,11557.0,0.0,8.0,13.0,180.0,557561.0,8013.0,10257.0,582.0,761.0,7339.0,0.0,8101.0,0.0,0.0,10.0,153.0,346294.0,6482.0,6956.0,278.0,994.0,3097.0,612.0,4703.0,30.0,8.0,9.0,35.0,119597.0,5653.0,5126.0,530.0,487.0,7146.0,2947.0,10580.0,0.0,0.0,13.0,156.0,62572.0,8195.0,10392.0,894.0,1967.0,11234.0,759.0,13962.0,0.0,102.0,12.0,21.0,388654.0,9544.0,9403.0,288.0,6905.0,1469.0,0.0,8375.0,0.0,8.0,14.0,152.0,278675.0,7913.0,11647.0,1510.0,1816.0,7732.0,48.0,9596.0,0.0,4.0,11.0,154.0,27222.0,7308.0,8291.0,124.0,2531.0,993.0,616.0,4140.0,30.0,0.0,10.0,30.0,128055.0,6189.0,6406.0,1200340.0,CLASSIC,MATCHED_GAME,11.17.394.4489,2.0,3.0,1.0,1.0,1.0,,,3.0
4.0,4.0,1.0,4.0,3.0,8.0,3.0,,,1.0,3.0,6.0,3.0,1.0,1.0,2.0,3.0,4.0,5.0,4.0,6.0,2.0,2.0,6.0,2.0,5.0,2.0,2.0,2.0,,200.0,189.0,607.0,6793.0,2344.0,9745.0,0.0,0.0,12.0,113.0,80437.0,6264.0,9382.0,363.0,6324.0,994.0,505.0,7824.0,0.0,112.0,12.0,38.0,90799.0,8488.0,8943.0,288.0,562.0,7123.0,0.0,7686.0,0.0,0.0,12.0,137.0,66722.0,6488.0,8814.0,217.0,0.0,6773.0,311.0,7085.0,0.0,12.0,10.0,150.0,30881.0,10542.0,7228.0,188.0,1697.0,798.0,446.0,2942.0,30.0,0.0,10.0,28.0,36758.0,5613.0,6443.0,952.0,1496.0,5174.0,2466.0,9136.0,0.0,0.0,13.0,160.0,49868.0,8002.0,10591.0,1833.0,0.0,10239.0,264.0,10503.0,0.0,119.0,13.0,24.0,182143.0,9383.0,10206.0,90.0,10916.0,1528.0,396.0,12842.0,0.0,4.0,13.0,157.0,204781.0,8405.0,10303.0,78.0,1540.0,2988.0,0.0,4529.0,0.0,4.0,11.0,128.0,0.0,5953.0,8188.0,653.0,1348.0,588.0,266.0,2203.0,30.0,0.0,9.0,35.0,84300.0,4487.0,5789.0,1200346.0,CLASSIC,MATCHED_GAME,11.21.403.3002,,2.0,1.0,1.0,4.0,,,1.0
2.0,4.0,6.0,1.0,2.0,10.0,7.0,12.0,2.0,6.0,7.0,7.0,7.0,6.0,4.0,6.0,2.0,3.0,8.0,4.0,5.0,2.0,8.0,13.0,6.0,15.0,,2.0,1.0,1.0,200.0,1225.0,583.0,9492.0,118.0,10193.0,0.0,4.0,12.0,120.0,62443.0,7400.0,8755.0,51.0,8720.0,1337.0,442.0,10500.0,0.0,64.0,11.0,13.0,72960.0,7051.0,8163.0,40.0,203.0,11889.0,590.0,12683.0,0.0,0.0,12.0,144.0,74367.0,9240.0,9412.0,808.0,0.0,6989.0,0.0,6989.0,0.0,2.0,11.0,123.0,18774.0,6258.0,7722.0,440.0,2377.0,1237.0,392.0,4007.0,30.0,0.0,9.0,15.0,57102.0,6565.0,6075.0,518.0,880.0,8182.0,3922.0,12985.0,0.0,4.0,13.0,155.0,105196.0,7933.0,10511.0,242.0,427.0,11017.0,457.0,11902.0,0.0,118.0,12.0,13.0,206615.0,9742.0,9686.0,1620.0,12492.0,295.0,0.0,12787.0,0.0,0.0,13.0,134.0,102332.0,9375.0,10145.0,1071.0,6091.0,15767.0,992.0,22851.0,0.0,27.0,13.0,167.0,194748.0,12079.0,10751.0,849.0,2840.0,2187.0,400.0,5428.0,30.0,0.0,11.0,29.0,67160.0,6724.0,7503.0,1200327.0,CLASSIC,MATCHED_GAME,11.22.406.3587,5.0,3.0,,,2.0,,,4.0
2.0,9.0,1.0,2.0,,2.0,4.0,7.0,1.0,1.0,,1.0,4.0,8.0,5.0,,1.0,7.0,3.0,4.0,5.0,,2.0,3.0,4.0,8.0,3.0,1.0,1.0,,100.0,289.0,1033.0,9672.0,3923.0,14629.0,0.0,4.0,12.0,131.0,106996.0,7204.0,9540.0,474.0,8903.0,1230.0,839.0,10973.0,0.0,108.0,12.0,11.0,170840.0,8614.0,9310.0,542.0,1401.0,1400.0,0.0,2802.0,0.0,0.0,12.0,167.0,151012.0,7647.0,9473.0,247.0,793.0,5792.0,98.0,6684.0,0.0,4.0,11.0,150.0,0.0,7697.0,8043.0,265.0,3023.0,813.0,0.0,3836.0,30.0,0.0,8.0,10.0,9709.0,5350.0,4439.0,503.0,2569.0,6549.0,0.0,9118.0,0.0,0.0,12.0,163.0,90576.0,6568.0,9241.0,1015.0,5639.0,41.0,510.0,6191.0,0.0,110.0,11.0,35.0,583112.0,7375.0,8391.0,259.0,5896.0,1870.0,1397.0,9164.0,0.0,0.0,12.0,136.0,14078.0,7019.0,8929.0,1066.0,814.0,12806.0,0.0,13621.0,0.0,4.0,11.0,140.0,78577.0,9466.0,7727.0,196.0,2492.0,351.0,0.0,2844.0,30.0,4.0,9.0,7.0,154787.0,5196.0,5826.0,1200305.0,CLASSIC,MATCHED_GAME,11.18.395.7538,3.0,1.0,2.0,,2.0,,,1.0
3.0,1.0,5.0,,1.0,3.0,2.0,12.0,1.0,1.0,5.0,3.0,7.0,3.0,3.0,2.0,2.0,2.0,6.0,3.0,3.0,,5.0,4.0,4.0,15.0,1.0,2.0,,,200.0,596.0,0.0,3537.0,1455.0,4992.0,0.0,0.0,13.0,162.0,103599.0,7961.0,10622.0,259.0,219.0,6842.0,1381.0,8443.0,0.0,106.0,11.0,9.0,272281.0,6699.0,8360.0,509.0,2207.0,1978.0,22.0,4207.0,0.0,4.0,12.0,126.0,149052.0,8524.0,8880.0,458.0,0.0,2569.0,464.0,3034.0,0.0,4.0,9.0,99.0,462.0,5458.0,5745.0,315.0,2732.0,907.0,0.0,3640.0,30.0,0.0,10.0,12.0,29865.0,4855.0,6181.0,1915.0,8659.0,3835.0,0.0,12494.0,0.0,8.0,14.0,217.0,89803.0,10010.0,11480.0,1070.0,366.0,4452.0,520.0,5338.0,0.0,89.0,11.0,13.0,334389.0,7110.0,8131.0,1430.0,9060.0,222.0,0.0,9283.0,0.0,8.0,12.0,168.0,211659.0,8750.0,9783.0,2957.0,4105.0,16742.0,611.0,21460.0,0.0,8.0,12.0,178.0,46867.0,12007.0,9382.0,2503.0,1303.0,791.0,652.0,2746.0,30.0,0.0,11.0,4.0,154016.0,6528.0,7482.0,1200276.0,CLASSIC,MATCHED_GAME,11.22.406.3587,,1.0,,,2.0,,1.0,2.0
1.0,4.0,6.0,,12.0,,1.0,1.0,1.0,8.0,4.0,,1.0,2.0,1.0,3.0,,5.0,4.0,7.0,4.0,2.0,11.0,3.0,2.0,4.0,3.0,1.0,,1.0,200.0,1236.0,3097.0,5394.0,0.0,8492.0,0.0,16.0,11.0,149.0,59089.0,6686.0,8570.0,234.0,483.0,5975.0,408.0,6867.0,0.0,88.0,10.0,24.0,309039.0,6824.0,6940.0,1484.0,259.0,10269.0,339.0,10869.0,0.0,0.0,11.0,107.0,63689.0,7049.0,7759.0,347.0,3106.0,480.0,0.0,3586.0,0.0,0.0,10.0,85.0,95263.0,5257.0,6587.0,293.0,1729.0,358.0,222.0,2309.0,30.0,0.0,8.0,22.0,107820.0,4728.0,4759.0,1673.0,3985.0,12183.0,2361.0,18529.0,0.0,8.0,13.0,164.0,159507.0,11237.0,11228.0,801.0,2792.0,1892.0,371.0,5056.0,0.0,82.0,10.0,3.0,129117.0,6136.0,7104.0,900.0,5271.0,879.0,0.0,6151.0,0.0,0.0,11.0,134.0,498993.0,6635.0,8433.0,714.0,1102.0,7782.0,180.0,9066.0,0.0,8.0,10.0,136.0,60809.0,7347.0,6736.0,328.0,7198.0,790.0,0.0,7989.0,30.0,0.0,9.0,18.0,229038.0,5253.0,5196.0,1200421.0,CLASSIC,MATCHED_GAME,11.21.403.3002,1.0,2.0,1.0,1.0,3.0,,,1.0
2.0,2.0,6.0,1.0,1.0,5.0,7.0,7.0,2.0,4.0,5.0,2.0,6.0,5.0,1.0,5.0,3.0,3.0,8.0,5.0,7.0,4.0,6.0,1.0,6.0,8.0,1.0,2.0,,,200.0,401.0,1345.0,5940.0,702.0,7988.0,0.0,12.0,12.0,147.0,94573.0,7526.0,9121.0,511.0,4595.0,680.0,529.0,5805.0,0.0,106.0,11.0,15.0,353820.0,6926.0,8281.0,1032.0,8904.0,1084.0,38.0,10027.0,0.0,1.0,12.0,120.0,123297.0,7932.0,9250.0,548.0,633.0,10581.0,0.0,11215.0,0.0,1.0,10.0,120.0,66711.0,6273.0,6693.0,715.0,5753.0,536.0,330.0,6619.0,30.0,0.0,9.0,17.0,161801.0,5875.0,5828.0,706.0,1252.0,5219.0,0.0,6471.0,0.0,4.0,12.0,131.0,55792.0,7756.0,9243.0,354.0,458.0,11696.0,602.0,12757.0,0.0,104.0,11.0,17.0,204351.0,7929.0,8331.0,1049.0,8618.0,2585.0,722.0,11925.0,0.0,9.0,12.0,151.0,235230.0,8529.0,9958.0,285.0,895.0,13490.0,0.0,14385.0,0.0,8.0,11.0,132.0,84767.0,9360.0,7464.0,142.0,1635.0,1021.0,336.0,2992.0,30.0,0.0,9.0,26.0,31880.0,5792.0,5558.0,1200369.0,CLASSIC,MATCHED_GAME,11.21.403.3002,3.0,4.0,,,2.0,,2.0,3.0
3.0,1.0,1.0,2.0,3.0,6.0,7.0,2.0,1.0,2.0,7.0,4.0,2.0,4.0,2.0,1.0,,2.0,,3.0,4.0,1.0,6.0,6.0,2.0,7.0,1.0,2.0,,,200.0,0.0,552.0,5214.0,3311.0,9078.0,0.0,0.0,12.0,120.0,58609.0,7560.0,9792.0,401.0,0.0,3044.0,1454.0,4499.0,0.0,95.0,11.0,10.0,82587.0,5476.0,7387.0,399.0,5051.0,51.0,0.0,5103.0,0.0,4.0,10.0,95.0,168272.0,5384.0,6968.0,642.0,732.0,6582.0,0.0,7314.0,0.0,4.0,11.0,173.0,188067.0,8172.0,8070.0,50.0,1222.0,114.0,590.0,1926.0,30.0,0.0,8.0,33.0,43087.0,4825.0,4987.0,178.0,677.0,5705.0,2118.0,8501.0,0.0,9.0,12.0,132.0,101022.0,7243.0,9359.0,1276.0,6995.0,354.0,224.0,7574.0,0.0,116.0,12.0,21.0,296739.0,8976.0,8780.0,262.0,1851.0,9055.0,820.0,11727.0,0.0,0.0,13.0,151.0,49119.0,9287.0,10219.0,350.0,539.0,4888.0,0.0,5427.0,0.0,5.0,11.0,136.0,3863.0,7100.0,7624.0,149.0,3049.0,438.0,388.0,3876.0,30.0,0.0,10.0,27.0,45357.0,5224.0,6214.0,1200406.0,CLASSIC,MATCHED_GAME,11.17.394.4489,,2.0,,1.0,3.0,,2.0,1.0
2.0,5.0,3.0,4.0,5.0,3.0,9.0,4.0,2.0,6.0,6.0,6.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,6.0,5.0,4.0,5.0,6.0,9.0,1.0,2.0,1.0,1.0,200.0,1256.0,346.0,11932.0,0.0,12279.0,0.0,0.0,11.0,121.0,130935.0,6881.0,7939.0,262.0,5776.0,1840.0,374.0,7991.0,0.0,87.0,11.0,21.0,316620.0,7387.0,7814.0,121.0,9942.0,937.0,311.0,11190.0,0.0,2.0,12.0,125.0,732819.0,8336.0,8712.0,1128.0,241.0,6115.0,491.0,6848.0,0.0,4.0,11.0,143.0,31673.0,7943.0,7651.0,350.0,2593.0,706.0,440.0,3740.0,30.0,0.0,10.0,30.0,59547.0,4835.0,6165.0,520.0,0.0,11319.0,0.0,11319.0,0.0,4.0,13.0,153.0,102297.0,9960.0,11209.0,601.0,1705.0,9474.0,1652.0,12831.0,0.0,115.0,11.0,15.0,195166.0,7466.0,8131.0,301.0,11687.0,760.0,262.0,12710.0,0.0,4.0,12.0,101.0,121857.0,8156.0,9067.0,29.0,93.0,10637.0,0.0,10731.0,0.0,8.0,12.0,170.0,15625.0,9079.0,9461.0,299.0,2927.0,1648.0,524.0,5100.0,30.0,0.0,9.0,18.0,54730.0,5659.0,5951.0,1200404.0,CLASSIC,MATCHED_GAME,11.21.403.3002,5.0,7.0,,1.0,3.0,,,1.0
4.0,6.0,6.0,3.0,2.0,2.0,3.0,1.0,,2.0,1.0,1.0,2.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,11.0,,2.0,,1.0,3.0,2.0,1.0,2.0,,100.0,933.0,10902.0,3803.0,789.0,15495.0,0.0,8.0,14.0,193.0,296852.0,10132.0,11784.0,910.0,115.0,8135.0,2270.0,10521.0,0.0,126.0,13.0,28.0,409739.0,9285.0,10049.0,266.0,9823.0,1408.0,0.0,11232.0,0.0,1.0,13.0,156.0,426574.0,9266.0,10448.0,704.0,613.0,5733.0,0.0,6346.0,0.0,8.0,12.0,179.0,50461.0,8604.0,9002.0,205.0,1402.0,1213.0,142.0,2758.0,30.0,0.0,9.0,33.0,29362.0,5480.0,5683.0,190.0,588.0,4207.0,2236.0,7032.0,0.0,0.0,13.0,149.0,149566.0,7280.0,9998.0,326.0,6287.0,0.0,412.0,6700.0,0.0,116.0,11.0,7.0,531917.0,6901.0,7799.0,609.0,588.0,4945.0,309.0,5843.0,0.0,8.0,12.0,130.0,216069.0,7634.0,9198.0,1010.0,2302.0,6091.0,0.0,8394.0,0.0,0.0,11.0,165.0,0.0,7035.0,7872.0,195.0,930.0,653.0,414.0,1998.0,30.0,0.0,8.0,24.0,21866.0,4070.0,4725.0,1200311.0,CLASSIC,MATCHED_GAME,11.20.400.7328,2.0,2.0,1.0,,3.0,,,
7.0,8.0,2.0,1.0,,4.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,7.0,6.0,1.0,4.0,1.0,3.0,4.0,4.0,1.0,2.0,1.0,4.0,5.0,3.0,2.0,1.0,,100.0,722.0,8225.0,2716.0,0.0,10941.0,0.0,0.0,12.0,130.0,395539.0,8772.0,9841.0,419.0,1152.0,10238.0,580.0,11971.0,0.0,108.0,13.0,23.0,198304.0,9133.0,10576.0,26.0,6517.0,246.0,0.0,6763.0,0.0,12.0,14.0,197.0,34283.0,8321.0,11547.0,383.0,0.0,4963.0,0.0,4963.0,0.0,12.0,11.0,130.0,22891.0,6483.0,7841.0,197.0,2501.0,629.0,0.0,3131.0,30.0,0.0,8.0,13.0,120059.0,4372.0,4933.0,197.0,221.0,5881.0,0.0,6102.0,0.0,12.0,13.0,169.0,107979.0,8107.0,10303.0,2006.0,1204.0,4202.0,551.0,5958.0,0.0,128.0,12.0,9.0,372183.0,7956.0,8762.0,803.0,5361.0,128.0,0.0,5490.0,0.0,0.0,12.0,170.0,40260.0,6863.0,9122.0,590.0,427.0,9134.0,0.0,9561.0,0.0,0.0,11.0,157.0,47565.0,8400.0,8425.0,282.0,0.0,4731.0,472.0,5204.0,30.0,0.0,9.0,28.0,17570.0,6232.0,5351.0,1200329.0,CLASSIC,MATCHED_GAME,11.21.403.3002,4.0,2.0,2.0,,6.0,,1.0,
3.0,3.0,3.0,11.0,4.0,,2.0,,4.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,6.0,5.0,4.0,4.0,6.0,4.0,4.0,5.0,7.0,,2.0,2.0,1.0,1.0,100.0,290.0,551.0,7312.0,883.0,8747.0,0.0,98.0,12.0,29.0,148952.0,8030.0,8633.0,1879.0,0.0,5559.0,152.0,5711.0,0.0,13.0,12.0,129.0,141459.0,8654.0,9494.0,786.0,3909.0,559.0,1340.0,5810.0,0.0,0.0,11.0,118.0,22768.0,7317.0,8561.0,332.0,1716.0,10705.0,296.0,12717.0,0.0,9.0,11.0,134.0,101206.0,10782.0,7857.0,584.0,0.0,3668.0,537.0,4205.0,30.0,4.0,9.0,26.0,61036.0,6094.0,5387.0,1015.0,6823.0,1006.0,0.0,7829.0,0.0,0.0,10.0,120.0,202114.0,7425.0,6763.0,215.0,3484.0,461.0,0.0,3945.0,0.0,0.0,11.0,80.0,169114.0,4795.0,7941.0,-110.0,540.0,10653.0,925.0,12118.0,0.0,96.0,12.0,49.0,360080.0,7340.0,8584.0,292.0,2140.0,567.0,0.0,2708.0,30.0,0.0,8.0,16.0,109626.0,4641.0,4868.0,550.0,5432.0,1058.0,0.0,6491.0,0.0,0.0,11.0,100.0,328361.0,6300.0,7660.0,1200426.0,CLASSIC,MATCHED_GAME,11.22.406.3587,7.0,5.0,1.0,,6.0,,,3.0
