assistsplayer_10,assistsplayer_2,assistsplayer_6,assistsplayer_7,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_8,assistsplayer_9,assistsplayer_1,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,firedragon_team100,firedragon_team200,gameDuration,gameEndTimestamp,gameId,gameMode,gameName,gameStartTimestamp,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,hextechdragon_team200,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_1,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_0,killsplayer_7,killsplayer_8,killsplayer_9,killsplayer_10,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,matchId,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,queueId,riftherald_team100,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,waterdragon_team100,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,airdragon_team100,chemtechdragon_team100,earthdragon_team100,riftherald_team300,baron_team100,earthdragon_team200,ward_player_0,hextechdragon_team100,airdragon_team200,riftherald_team200,baron_team200,inhibs_lost_team100,chemtechdragon_team200,waterdragon_team200
2.0,9.0,1.0,1.0,1.0,6.0,3.0,4.0,4.0,1.0,480.0,159.0,777.0,451.0,1419.0,171.0,380.0,313.0,109.0,965.0,5.0,3.0,4.0,1.0,2.0,2.0,1.0,3.0,5.0,4.0,4.0,1.0,0.0,0.0,1904,1637387380703,4110017547,CLASSIC,teambuilder-match-4110017547,1637385476342,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,69.0,0.0,0.0,4.0,0.0,72.0,0.0,4.0,0.0,2.0,7.0,2.0,5.0,7.0,0.0,4.0,0.0,1.0,2.0,9.0,7.0,9.0,11.0,9.0,8.0,12.0,9.0,9.0,9.0,84.0,737.0,4601.0,3671.0,125.0,6044.0,0.0,215.0,4606.0,0.0,NA1_4110017547,74.0,17.0,9.0,113.0,81.0,18.0,117.0,11.0,62.0,99.0,1903.0,214.0,746.0,758.0,4374.0,793.0,10382.0,5592.0,607.0,4555.0,400,0.0,123070.0,79935.0,216800.0,37719.0,56473.0,208962.0,236378.0,227206.0,191735.0,32134.0,900274.0,2488.0,1134.0,5802.0,5278.0,4500.0,7210.0,11155.0,5993.0,5741.0,4555.0,3580.0,4009.0,5077.0,6686.0,5894.0,5751.0,7605.0,6628.0,3859.0,5245.0,8.0,4.0,500.0,182.0,453.0,847.0,0.0,372.0,772.0,186.0,527.0,0.0,3.0,27.0,2.0,35.0,52.0,268.0,10.0,8.0,10.0,11.0,1.0,200.0,6100.0,3560.0,5802.0,8390.0,5456.0,4479.0,8865.0,5815.0,5896.0,5331.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,2.0,,2.0,,
5.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,10.0,1.0,277.0,321.0,966.0,3410.0,690.0,940.0,216.0,468.0,219.0,281.0,2.0,1.0,4.0,3.0,5.0,8.0,6.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,1651,1637190661633,4107184308,CLASSIC,teambuilder-match-4107184308,1637189010206,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,2.0,0.0,7.0,2.0,2.0,0.0,0.0,6.0,3.0,4.0,9.0,11.0,9.0,8.0,11.0,8.0,8.0,9.0,9.0,10.0,9.0,384.0,7780.0,1387.0,10366.0,161.0,4119.0,427.0,355.0,2621.0,0.0,NA1_4107184308,105.0,21.0,3.0,107.0,68.0,26.0,86.0,12.0,76.0,78.0,3455.0,1650.0,89.0,855.0,2519.0,243.0,3274.0,7577.0,1110.0,7761.0,400,1.0,36850.0,92782.0,223087.0,80505.0,8027.0,41154.0,57531.0,195047.0,299998.0,34077.0,900293.0,4954.0,10052.0,1939.0,11779.0,2750.0,4848.0,3702.0,8508.0,4579.0,7761.0,5527.0,6971.0,4196.0,7970.0,4215.0,3625.0,4561.0,6778.0,5054.0,6651.0,4.0,6.0,1114.0,621.0,462.0,558.0,68.0,486.0,0.0,575.0,848.0,0.0,9.0,16.0,5.0,10.0,6.0,4.0,7.0,6.0,9.0,24.0,0.0,100.0,7792.0,5825.0,5013.0,8046.0,4154.0,4347.0,5110.0,6044.0,7025.0,5192.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,,1.0,,,,,1.0
5.0,3.0,2.0,5.0,4.0,2.0,5.0,3.0,5.0,1.0,735.0,520.0,1191.0,394.0,902.0,356.0,128.0,531.0,-120.0,283.0,4.0,1.0,2.0,1.0,1.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,0.0,0.0,2028,1637352579513,4109426815,CLASSIC,teambuilder-match-4109426815,1637350550909,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,68.0,4.0,0.0,0.0,0.0,92.0,0.0,0.0,1.0,6.0,3.0,1.0,0.0,5.0,0.0,0.0,1.0,4.0,3.0,10.0,9.0,10.0,11.0,9.0,7.0,10.0,9.0,10.0,9.0,1201.0,5422.0,697.0,4912.0,220.0,1733.0,5404.0,1862.0,878.0,107.0,NA1_4109426815,93.0,24.0,20.0,107.0,95.0,13.0,76.0,9.0,109.0,106.0,5313.0,294.0,6604.0,705.0,2390.0,962.0,1472.0,119.0,1633.0,7744.0,400,1.0,222459.0,9380.0,185371.0,96557.0,24537.0,34851.0,181256.0,350907.0,128236.0,27117.0,900288.0,6515.0,5968.0,7768.0,5849.0,2611.0,2983.0,7200.0,2315.0,2702.0,7851.0,4485.0,5480.0,6516.0,6589.0,4577.0,3006.0,5378.0,5066.0,6110.0,6408.0,11.0,2.0,0.0,251.0,466.0,231.0,0.0,288.0,324.0,333.0,190.0,0.0,15.0,17.0,8.0,13.0,10.0,38.0,12.0,5.0,13.0,10.0,0.0,200.0,6766.0,5502.0,6198.0,7939.0,5647.0,3879.0,6519.0,5678.0,7113.0,5128.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,1.0,4.0,,1.0
4.0,9.0,1.0,1.0,4.0,7.0,5.0,1.0,2.0,2.0,1096.0,699.0,516.0,2063.0,306.0,1503.0,545.0,1431.0,478.0,555.0,2.0,8.0,1.0,1.0,6.0,5.0,4.0,4.0,5.0,7.0,4.0,0.0,2.0,0.0,1811,1637349744127,4109432982,CLASSIC,teambuilder-match-4109432982,1637347933046,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,56.0,0.0,4.0,4.0,4.0,87.0,0.0,0.0,4.0,0.0,8.0,8.0,8.0,1.0,0.0,5.0,1.0,5.0,3.0,10.0,7.0,9.0,12.0,8.0,9.0,10.0,11.0,9.0,8.0,0.0,5108.0,1441.0,6615.0,2799.0,119.0,1226.0,536.0,123.0,3495.0,NA1_4109432982,92.0,43.0,5.0,117.0,61.0,32.0,74.0,27.0,66.0,53.0,5370.0,873.0,1385.0,1336.0,4490.0,7565.0,4332.0,5036.0,2842.0,1815.0,400,1.0,39301.0,95535.0,171107.0,330596.0,81243.0,29261.0,47655.0,241263.0,24077.0,68760.0,900227.0,5535.0,6192.0,3114.0,8643.0,8915.0,8270.0,5558.0,6168.0,3471.0,5516.0,6446.0,5069.0,4691.0,7128.0,8081.0,6628.0,4545.0,7781.0,4153.0,5340.0,3.0,11.0,164.0,210.0,286.0,690.0,1625.0,586.0,0.0,595.0,506.0,206.0,7.0,3.0,1.0,6.0,7.0,18.0,7.0,2.0,4.0,10.0,0.0,100.0,6770.0,4017.0,5779.0,8625.0,4948.0,5278.0,6218.0,7941.0,5586.0,4495.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,
3.0,6.0,1.0,3.0,5.0,3.0,6.0,2.0,6.0,2.0,861.0,37.0,213.0,605.0,676.0,855.0,2070.0,621.0,1014.0,86.0,6.0,5.0,3.0,4.0,3.0,2.0,1.0,3.0,6.0,4.0,0.0,5.0,0.0,1.0,1952,1637282049699,4108275362,CLASSIC,teambuilder-match-4108275362,1637280097677,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,8.0,0.0,0.0,8.0,84.0,0.0,0.0,0.0,4.0,5.0,6.0,4.0,8.0,0.0,4.0,2.0,2.0,2.0,8.0,7.0,9.0,10.0,9.0,7.0,12.0,9.0,9.0,8.0,3742.0,2256.0,381.0,659.0,322.0,4122.0,9384.0,311.0,413.0,0.0,NA1_4108275362,59.0,23.0,4.0,75.0,108.0,15.0,135.0,6.0,76.0,63.0,942.0,1438.0,5910.0,8927.0,7278.0,916.0,1045.0,5374.0,4147.0,5611.0,440,1.0,114557.0,159187.0,131717.0,95241.0,29627.0,75962.0,64724.0,83518.0,0.0,61671.0,900234.0,5167.0,3694.0,6429.0,10123.0,7709.0,5271.0,10666.0,5686.0,4883.0,5611.0,3712.0,4072.0,5664.0,6415.0,7551.0,5155.0,8860.0,6371.0,4349.0,5156.0,11.0,6.0,482.0,0.0,138.0,536.0,108.0,232.0,236.0,0.0,322.0,0.0,85.0,13.0,7.0,16.0,7.0,31.0,9.0,6.0,11.0,5.0,0.0,200.0,4648.0,3437.0,5078.0,6272.0,5354.0,3985.0,9331.0,5416.0,5330.0,4958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,2.0,4.0,2.0,1.0
2.0,2.0,0.0,2.0,2.0,0.0,5.0,2.0,5.0,1.0,699.0,712.0,1053.0,283.0,821.0,611.0,369.0,252.0,264.0,865.0,5.0,3.0,1.0,6.0,2.0,2.0,4.0,1.0,3.0,3.0,0.0,4.0,0.0,1.0,1752,1637264580986,4108093938,CLASSIC,teambuilder-match-4108093938,1637262828675,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,76.0,4.0,0.0,2.0,3.0,5.0,4.0,0.0,4.0,0.0,2.0,6.0,0.0,4.0,11.0,9.0,10.0,10.0,8.0,8.0,11.0,9.0,10.0,9.0,346.0,5723.0,3274.0,2687.0,989.0,1331.0,9370.0,1314.0,698.0,475.0,NA1_4108093938,96.0,15.0,21.0,72.0,94.0,25.0,101.0,4.0,81.0,123.0,7416.0,755.0,366.0,3150.0,2700.0,263.0,1096.0,447.0,7670.0,5244.0,440,0.0,153139.0,70454.0,475162.0,21237.0,36761.0,34810.0,36332.0,257797.0,110277.0,289908.0,900288.0,7763.0,7430.0,4264.0,6457.0,3865.0,1637.0,10466.0,2418.0,8541.0,5985.0,5199.0,5137.0,5653.0,5613.0,5856.0,3761.0,5819.0,5112.0,6434.0,5265.0,11.0,1.0,0.0,950.0,624.0,620.0,176.0,42.0,0.0,656.0,172.0,265.0,8.0,217.0,3.0,9.0,8.0,25.0,8.0,4.0,7.0,7.0,0.0,200.0,7696.0,5188.0,7112.0,6242.0,4704.0,4992.0,8359.0,5710.0,6640.0,5166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,1.0,3.0,1.0,
2.0,3.0,3.0,1.0,7.0,5.0,6.0,1.0,4.0,1.0,1245.0,261.0,785.0,1221.0,1340.0,179.0,552.0,803.0,820.0,207.0,2.0,4.0,1.0,2.0,2.0,5.0,7.0,4.0,6.0,5.0,2.0,1.0,1.0,0.0,2174,1637222183499,4107766813,CLASSIC,teambuilder-match-4107766813,1637220008504,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,91.0,4.0,0.0,0.0,0.0,66.0,0.0,0.0,9.0,6.0,6.0,2.0,3.0,0.0,0.0,4.0,1.0,3.0,4.0,11.0,7.0,11.0,10.0,9.0,7.0,9.0,9.0,8.0,8.0,9045.0,2697.0,4223.0,512.0,6436.0,0.0,449.0,368.0,3270.0,795.0,NA1_4107766813,105.0,20.0,20.0,100.0,119.0,18.0,82.0,14.0,55.0,92.0,1562.0,756.0,1554.0,7695.0,1229.0,3926.0,3556.0,4515.0,653.0,4551.0,440,0.0,68243.0,132765.0,523980.0,56274.0,187764.0,58168.0,72781.0,293135.0,8358.0,37528.0,900277.0,10607.0,3697.0,6691.0,8699.0,7665.0,4848.0,4680.0,5331.0,4299.0,5346.0,7435.0,4446.0,7175.0,6922.0,6390.0,5379.0,4712.0,6313.0,3875.0,5807.0,0.0,11.0,0.0,244.0,914.0,492.0,0.0,921.0,674.0,448.0,376.0,0.0,12.0,20.0,2.0,14.0,12.0,28.0,15.0,15.0,6.0,52.0,0.0,100.0,7774.0,4018.0,7585.0,7196.0,5942.0,3968.0,5513.0,5890.0,4785.0,4530.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,,,,
11.0,4.0,4.0,6.0,3.0,7.0,10.0,3.0,6.0,5.0,78.0,551.0,1917.0,1714.0,310.0,259.0,1140.0,183.0,525.0,40.0,3.0,3.0,6.0,5.0,3.0,5.0,4.0,1.0,3.0,8.0,0.0,4.0,0.0,0.0,1901,1637219750703,4107762388,CLASSIC,teambuilder-match-4107762388,1637217849198,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,4.0,72.0,0.0,0.0,70.0,0.0,0.0,3.0,8.0,5.0,1.0,2.0,4.0,0.0,5.0,8.0,2.0,3.0,11.0,9.0,9.0,10.0,9.0,8.0,10.0,9.0,10.0,8.0,1959.0,5673.0,0.0,689.0,2141.0,2912.0,4175.0,3812.0,651.0,853.0,NA1_4107762388,124.0,32.0,109.0,93.0,4.0,19.0,74.0,5.0,106.0,52.0,6394.0,521.0,10752.0,7009.0,976.0,1110.0,1795.0,670.0,6777.0,4687.0,440,0.0,80727.0,114786.0,51193.0,70164.0,270273.0,49543.0,221402.0,319459.0,19454.0,72470.0,900308.0,8946.0,6515.0,10752.0,8249.0,3411.0,4376.0,5971.0,4551.0,7961.0,5541.0,7738.0,5871.0,8377.0,6879.0,4985.0,5184.0,6015.0,6898.0,7265.0,4840.0,9.0,4.0,591.0,320.0,0.0,550.0,294.0,354.0,0.0,68.0,532.0,0.0,9.0,300.0,7.0,19.0,2.0,42.0,12.0,4.0,10.0,10.0,0.0,200.0,7772.0,5508.0,5945.0,6822.0,5748.0,4195.0,6962.0,5870.0,7092.0,4802.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,,,1.0,1.0,2.0,1.0,
3.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,0.0,1.0,264.0,650.0,1766.0,933.0,950.0,265.0,-237.0,576.0,1130.0,412.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,0.0,5.0,0.0,1.0,2069,1637215939475,4107643163,CLASSIC,teambuilder-match-4107643163,1637213870362,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,66.0,0.0,0.0,0.0,8.0,98.0,0.0,0.0,1.0,3.0,1.0,4.0,1.0,1.0,0.0,6.0,2.0,2.0,1.0,11.0,8.0,9.0,9.0,10.0,8.0,10.0,10.0,10.0,9.0,4242.0,2278.0,0.0,2101.0,310.0,0.0,665.0,1665.0,8694.0,4620.0,NA1_4107643163,105.0,7.0,5.0,53.0,123.0,19.0,119.0,3.0,104.0,118.0,891.0,1073.0,2492.0,330.0,6417.0,1643.0,4903.0,2765.0,1179.0,645.0,440,0.0,95597.0,150138.0,182729.0,23389.0,49616.0,33995.0,108795.0,559647.0,36862.0,273493.0,900283.0,5134.0,3722.0,2761.0,3933.0,6727.0,2302.0,5861.0,5041.0,10040.0,5448.0,4809.0,4090.0,5181.0,4058.0,6450.0,5115.0,6923.0,6491.0,5400.0,5487.0,11.0,2.0,0.0,370.0,269.0,1501.0,0.0,659.0,292.0,611.0,166.0,182.0,8.0,111.0,2.0,13.0,31.0,32.0,11.0,4.0,12.0,11.0,0.0,200.0,7483.0,4864.0,5797.0,5496.0,6492.0,4222.0,6536.0,6633.0,7216.0,5826.0,0.0,0.0,0.0,1.0,1.0,0.0,80.0,,,1.0,1.0,3.0,1.0,
0.0,2.0,7.0,0.0,2.0,4.0,4.0,0.0,5.0,1.0,269.0,915.0,1265.0,550.0,392.0,787.0,530.0,1261.0,275.0,741.0,1.0,4.0,3.0,1.0,2.0,4.0,1.0,1.0,4.0,5.0,1.0,3.0,0.0,0.0,1606,1637369999133,4109619678,CLASSIC,teambuilder-match-4109619678,1637368392968,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,1.0,79.0,4.0,0.0,4.0,4.0,2.0,3.0,2.0,1.0,0.0,7.0,0.0,1.0,2.0,11.0,11.0,10.0,11.0,9.0,7.0,8.0,10.0,9.0,8.0,693.0,6182.0,222.0,203.0,640.0,1015.0,1593.0,569.0,136.0,315.0,NA1_4109619678,97.0,116.0,11.0,122.0,108.0,22.0,22.0,23.0,84.0,88.0,5436.0,369.0,4053.0,4829.0,8169.0,1323.0,1142.0,5082.0,1588.0,8311.0,400,1.0,0.0,55124.0,316093.0,43271.0,27304.0,112047.0,27951.0,87962.0,44793.0,10932.0,900324.0,6530.0,6745.0,4565.0,5471.0,8809.0,2914.0,2736.0,5710.0,2295.0,8627.0,5494.0,5840.0,6241.0,6200.0,6067.0,3997.0,4530.0,7086.0,4215.0,4641.0,4.0,4.0,400.0,192.0,289.0,438.0,0.0,575.0,0.0,59.0,570.0,0.0,25.0,9.0,4.0,5.0,10.0,31.0,23.0,5.0,11.0,8.0,0.0,100.0,7492.0,7723.0,6233.0,7744.0,5289.0,3642.0,4396.0,6229.0,6094.0,5005.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,1.0,,,1.0,1.0
7.0,2.0,0.0,6.0,3.0,2.0,4.0,1.0,3.0,3.0,672.0,1174.0,923.0,257.0,277.0,309.0,408.0,1426.0,439.0,1179.0,5.0,2.0,2.0,1.0,4.0,4.0,6.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,1741,1637352000641,4109416512,CLASSIC,teambuilder-match-4109416512,1637350259456,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,75.0,0.0,0.0,0.0,1.0,60.0,4.0,0.0,5.0,10.0,2.0,1.0,0.0,4.0,0.0,3.0,4.0,4.0,1.0,11.0,8.0,10.0,10.0,8.0,7.0,10.0,9.0,10.0,9.0,477.0,3386.0,104.0,4412.0,489.0,1548.0,1291.0,821.0,7839.0,1944.0,NA1_4109416512,104.0,4.0,8.0,118.0,91.0,17.0,85.0,5.0,115.0,94.0,10642.0,730.0,6914.0,106.0,3266.0,1653.0,4849.0,5253.0,65.0,6492.0,400,1.0,169735.0,92217.0,199154.0,56412.0,23027.0,36804.0,56235.0,268705.0,95686.0,0.0,900281.0,11548.0,4525.0,8781.0,4519.0,3756.0,3567.0,7332.0,6798.0,7905.0,8436.0,7572.0,4699.0,8613.0,5672.0,4552.0,3469.0,5503.0,5701.0,6494.0,5754.0,6.0,3.0,427.0,408.0,1762.0,0.0,0.0,366.0,1191.0,722.0,0.0,0.0,9.0,25.0,5.0,6.0,7.0,35.0,9.0,2.0,13.0,10.0,0.0,200.0,7888.0,4854.0,6891.0,6796.0,4655.0,3530.0,6433.0,5654.0,7286.0,5572.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,,2.0,1.0,,
2.0,4.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1118.0,519.0,759.0,268.0,359.0,450.0,66.0,510.0,198.0,670.0,1.0,0.0,1.0,4.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,2.0,0.0,1.0,1839,1637304062298,4109018150,CLASSIC,teambuilder-match-4109018150,1637302223172,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,11.0,8.0,10.0,10.0,8.0,7.0,9.0,8.0,10.0,9.0,8797.0,2743.0,1388.0,1483.0,77.0,2322.0,773.0,2721.0,337.0,216.0,NA1_4109018150,108.0,11.0,8.0,105.0,111.0,2.0,60.0,4.0,83.0,122.0,955.0,161.0,4187.0,534.0,2893.0,567.0,2801.0,534.0,8467.0,4282.0,400,0.0,92472.0,81262.0,383733.0,41985.0,6448.0,16597.0,104325.0,173561.0,34945.0,53702.0,900321.0,10042.0,2958.0,6128.0,2017.0,2970.0,2889.0,3809.0,3276.0,9879.0,4499.0,6703.0,3699.0,6194.0,5698.0,4509.0,3000.0,3966.0,4035.0,6668.0,5695.0,5.0,9.0,289.0,52.0,552.0,0.0,0.0,0.0,234.0,20.0,1075.0,0.0,14.0,21.0,7.0,13.0,8.0,36.0,8.0,4.0,7.0,8.0,1.0,100.0,8205.0,4465.0,6833.0,7029.0,4921.0,4000.0,5925.0,4760.0,6574.0,5220.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,1.0,,,1.0
1.0,0.0,1.0,2.0,3.0,3.0,5.0,0.0,0.0,3.0,848.0,615.0,735.0,770.0,868.0,702.0,808.0,93.0,1563.0,423.0,3.0,3.0,2.0,4.0,1.0,0.0,4.0,3.0,4.0,2.0,2.0,3.0,0.0,0.0,1923,1637301877124,4108972596,CLASSIC,teambuilder-match-4108972596,1637299953810,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,9.0,69.0,0.0,8.0,2.0,9.0,5.0,0.0,0.0,3.0,0.0,0.0,5.0,2.0,0.0,10.0,7.0,10.0,10.0,8.0,8.0,10.0,8.0,11.0,7.0,2257.0,1491.0,1363.0,354.0,148.0,736.0,0.0,2489.0,5246.0,1301.0,NA1_4108972596,82.0,31.0,25.0,65.0,115.0,30.0,88.0,7.0,95.0,80.0,2266.0,810.0,6299.0,10554.0,1764.0,644.0,5573.0,584.0,581.0,4104.0,400,0.0,154306.0,75166.0,294783.0,46696.0,20807.0,31580.0,71673.0,42514.0,454696.0,25966.0,900220.0,4649.0,2649.0,7911.0,11422.0,1912.0,1702.0,6473.0,3174.0,6254.0,5805.0,4773.0,3425.0,7320.0,5485.0,5318.0,4227.0,5858.0,4088.0,6073.0,4773.0,6.0,3.0,125.0,348.0,248.0,514.0,0.0,322.0,900.0,100.0,426.0,400.0,115.0,25.0,17.0,10.0,11.0,31.0,12.0,57.0,10.0,12.0,0.0,200.0,6847.0,4022.0,6887.0,6700.0,4585.0,4315.0,7226.0,4581.0,7454.0,3786.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,1.0,1.0,1.0,2.0,
4.0,2.0,1.0,3.0,4.0,9.0,8.0,1.0,6.0,2.0,2227.0,141.0,1306.0,619.0,2113.0,113.0,2414.0,605.0,1182.0,76.0,3.0,7.0,3.0,3.0,4.0,3.0,1.0,5.0,2.0,4.0,1.0,4.0,0.0,0.0,2010,1637299505389,4108925450,CLASSIC,teambuilder-match-4108925450,1637297494653,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,70.0,0.0,4.0,0.0,4.0,64.0,0.0,0.0,1.0,4.0,5.0,4.0,5.0,2.0,0.0,7.0,2.0,2.0,3.0,10.0,7.0,9.0,10.0,9.0,8.0,12.0,9.0,10.0,8.0,3879.0,0.0,0.0,7455.0,0.0,6899.0,5515.0,3018.0,289.0,250.0,NA1_4108925450,96.0,11.0,1.0,73.0,84.0,9.0,137.0,4.0,83.0,85.0,728.0,2069.0,3236.0,679.0,7125.0,1336.0,1050.0,1974.0,6174.0,8898.0,400,1.0,333237.0,42617.0,154905.0,48269.0,6347.0,220928.0,20457.0,114005.0,75291.0,41714.0,900302.0,4643.0,2935.0,4331.0,8489.0,8087.0,8546.0,6761.0,5200.0,6498.0,9149.0,4702.0,4566.0,5739.0,5789.0,6488.0,5573.0,6114.0,6680.0,5142.0,5581.0,10.0,3.0,36.0,866.0,1095.0,354.0,961.0,310.0,194.0,208.0,34.0,0.0,14.0,24.0,1.0,9.0,10.0,35.0,11.0,433.0,7.0,13.0,1.0,200.0,7207.0,3456.0,5191.0,6400.0,5575.0,4739.0,8890.0,5604.0,6419.0,4981.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,1.0,1.0,2.0,,
