killsplayer_1,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,deathsplayer_10,assistsplayer_1,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_9,assistsplayer_10,dragon_team100,riftherald_team100,winningTeam,ward_player_0,ward_player_1,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,ward_player_10,towers_lost_team100,towers_lost_team200,inhibs_lost_team200,currentGold_1,magicDamageDoneToChampions_1,physicalDamageDoneToChampions_1,trueDamageDoneToChampions_1,totalDamageDoneToChampions_1,goldPerSecond_1,jungleMinionsKilled_1,level_1,minionsKilled_1,timeEnemySpentControlled_1,totalGold_1,xp_1,currentGold_2,magicDamageDoneToChampions_2,physicalDamageDoneToChampions_2,trueDamageDoneToChampions_2,totalDamageDoneToChampions_2,goldPerSecond_2,jungleMinionsKilled_2,level_2,minionsKilled_2,timeEnemySpentControlled_2,totalGold_2,xp_2,currentGold_3,magicDamageDoneToChampions_3,physicalDamageDoneToChampions_3,trueDamageDoneToChampions_3,totalDamageDoneToChampions_3,goldPerSecond_3,jungleMinionsKilled_3,level_3,minionsKilled_3,timeEnemySpentControlled_3,totalGold_3,xp_3,currentGold_4,magicDamageDoneToChampions_4,physicalDamageDoneToChampions_4,trueDamageDoneToChampions_4,totalDamageDoneToChampions_4,goldPerSecond_4,jungleMinionsKilled_4,level_4,minionsKilled_4,timeEnemySpentControlled_4,totalGold_4,xp_4,currentGold_5,magicDamageDoneToChampions_5,physicalDamageDoneToChampions_5,trueDamageDoneToChampions_5,totalDamageDoneToChampions_5,goldPerSecond_5,jungleMinionsKilled_5,level_5,minionsKilled_5,timeEnemySpentControlled_5,totalGold_5,xp_5,currentGold_6,magicDamageDoneToChampions_6,physicalDamageDoneToChampions_6,trueDamageDoneToChampions_6,totalDamageDoneToChampions_6,goldPerSecond_6,jungleMinionsKilled_6,level_6,minionsKilled_6,timeEnemySpentControlled_6,totalGold_6,xp_6,currentGold_7,magicDamageDoneToChampions_7,physicalDamageDoneToChampions_7,trueDamageDoneToChampions_7,totalDamageDoneToChampions_7,goldPerSecond_7,jungleMinionsKilled_7,level_7,minionsKilled_7,timeEnemySpentControlled_7,totalGold_7,xp_7,currentGold_8,magicDamageDoneToChampions_8,physicalDamageDoneToChampions_8,trueDamageDoneToChampions_8,totalDamageDoneToChampions_8,goldPerSecond_8,jungleMinionsKilled_8,level_8,minionsKilled_8,timeEnemySpentControlled_8,totalGold_8,xp_8,currentGold_9,magicDamageDoneToChampions_9,physicalDamageDoneToChampions_9,trueDamageDoneToChampions_9,totalDamageDoneToChampions_9,goldPerSecond_9,jungleMinionsKilled_9,level_9,minionsKilled_9,timeEnemySpentControlled_9,totalGold_9,xp_9,currentGold_10,magicDamageDoneToChampions_10,physicalDamageDoneToChampions_10,trueDamageDoneToChampions_10,totalDamageDoneToChampions_10,goldPerSecond_10,jungleMinionsKilled_10,level_10,minionsKilled_10,timeEnemySpentControlled_10,totalGold_10,xp_10,timestamp,gameMode,gameType,gameVersion,assistsplayer_8,deathsplayer_1,dragon_team200,inhibs_lost_team100,killsplayer_10,riftherald_team200,riftherald_team300,baron_team200,baron_team100,killsplayer_0,team_deathsplayer_100,team_deathsplayer_200,team_goldPerSecond_100,team_goldPerSecond_200,team_jungleMinionsKilled_100,team_jungleMinionsKilled_200,team_killsplayer_100,team_killsplayer_200,team_level_100,team_level_200,team_magicDamageDoneToChampions_100,team_magicDamageDoneToChampions_200,team_minionsKilled_100,team_minionsKilled_200,team_physicalDamageDoneToChampions_100,team_physicalDamageDoneToChampions_200,team_timeEnemySpentControlled_100,team_timeEnemySpentControlled_200,team_totalDamageDoneToChampions_100,team_totalDamageDoneToChampions_200,team_totalGold_100,team_totalGold_200,team_trueDamageDoneToChampions_100,team_trueDamageDoneToChampions_200,team_ward_player_100,team_ward_player_200,team_assistsplayer_100,team_assistsplayer_200,team_xp_100,team_xp_200
3.0,7.0,0.0,2.0,3.0,7.0,3.0,4.0,4.0,5.0,4.0,4.0,0.0,2.0,4.0,2.0,3.0,4.0,2.0,1.0,7.0,4.0,5.0,1.0,7.0,2.0,10.0,0.0,0.0,200.0,0.0,8.0,7.0,29.0,9.0,10.0,383.0,54.0,10.0,8.0,26.0,9.0,5.0,0.0,1132.0,539.0,8289.0,2872.0,11702.0,0.0,0.0,11.0,124.0,67685.0,7122.0,8265.0,842.0,236.0,9514.0,805.0,10556.0,0.0,104.0,12.0,19.0,270507.0,8032.0,8909.0,224.0,4839.0,773.0,0.0,5613.0,30.0,0.0,9.0,16.0,12916.0,4659.0,5999.0,16.0,622.0,8029.0,952.0,9605.0,0.0,0.0,11.0,153.0,33966.0,7041.0,7641.0,260.0,7085.0,457.0,682.0,8224.0,0.0,0.0,11.0,122.0,75681.0,6685.0,8194.0,395.0,6573.0,5036.0,506.0,12116.0,0.0,16.0,13.0,118.0,184041.0,9369.0,10448.0,1218.0,7967.0,1084.0,279.0,9332.0,0.0,96.0,11.0,12.0,57973.0,6993.0,7445.0,375.0,6650.0,2419.0,120.0,9190.0,0.0,4.0,11.0,133.0,234072.0,7630.0,8446.0,261.0,50.0,9805.0,766.0,10622.0,0.0,0.0,11.0,141.0,28732.0,7876.0,8522.0,570.0,1496.0,866.0,744.0,3106.0,30.0,0.0,9.0,27.0,31642.0,4905.0,5601.0,1200363.0,CLASSIC,MATCHED_GAME,11.21.403.3002,2.0,5.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,18,15,30,30,104,116,15,18,54,55,13321,22736,434,431,27062,19210,460755,536460,45700,44366,33539,36773,5311,2415,63,481,19,22,39008,40462
5.0,2.0,3.0,1.0,0.0,4.0,5.0,8.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,2.0,6.0,1.0,7.0,2.0,3.0,1.0,0.0,200.0,6.0,10.0,3.0,9.0,8.0,20.0,11.0,5.0,11.0,5.0,18.0,9.0,3.0,0.0,811.0,2088.0,10227.0,0.0,12315.0,0.0,12.0,12.0,127.0,77273.0,7346.0,9220.0,489.0,3832.0,915.0,392.0,5139.0,0.0,102.0,11.0,8.0,384636.0,6724.0,7700.0,700.0,10091.0,1102.0,341.0,11536.0,0.0,4.0,13.0,170.0,393521.0,8075.0,10081.0,783.0,332.0,6156.0,0.0,6488.0,0.0,0.0,11.0,182.0,73508.0,8543.0,7375.0,147.0,3940.0,747.0,0.0,4687.0,30.0,0.0,10.0,11.0,22823.0,5732.0,7215.0,348.0,1211.0,4583.0,0.0,5794.0,0.0,0.0,12.0,168.0,37572.0,8148.0,9305.0,83.0,182.0,9575.0,724.0,10482.0,0.0,123.0,13.0,33.0,299901.0,10373.0,11355.0,1290.0,10676.0,1331.0,0.0,12007.0,0.0,0.0,13.0,157.0,357121.0,9325.0,11257.0,386.0,0.0,2505.0,0.0,2505.0,0.0,8.0,10.0,105.0,5713.0,6136.0,7015.0,565.0,3364.0,415.0,208.0,3988.0,30.0,0.0,10.0,32.0,87275.0,5790.0,7086.0,1200427.0,CLASSIC,MATCHED_GAME,11.21.403.3002,2.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,19,11,30,30,118,131,11,19,57,58,20283,15433,498,495,19147,18409,951761,787582,40165,34776,36420,39772,733,932,50,50,15,15,41591,46018
7.0,5.0,2.0,4.0,0.0,7.0,6.0,7.0,1.0,6.0,7.0,4.0,4.0,5.0,5.0,4.0,1.0,3.0,2.0,8.0,3.0,1.0,6.0,1.0,10.0,2.0,12.0,4.0,2.0,100.0,0.0,9.0,14.0,5.0,11.0,31.0,5.0,5.0,5.0,10.0,37.0,4.0,10.0,3.0,1400.0,0.0,12738.0,1097.0,13835.0,0.0,16.0,13.0,143.0,74643.0,10765.0,11021.0,745.0,14182.0,229.0,658.0,15070.0,0.0,120.0,13.0,24.0,108260.0,8819.0,10444.0,189.0,730.0,8494.0,588.0,9813.0,0.0,4.0,11.0,113.0,18263.0,6229.0,8214.0,443.0,3306.0,6744.0,50.0,10101.0,0.0,4.0,11.0,167.0,45216.0,8366.0,7862.0,515.0,3694.0,892.0,0.0,4587.0,30.0,0.0,9.0,11.0,25495.0,5044.0,5690.0,90.0,0.0,11166.0,656.0,11822.0,0.0,0.0,12.0,137.0,87196.0,9055.0,9868.0,315.0,979.0,12163.0,1160.0,14304.0,0.0,106.0,12.0,18.0,605779.0,9080.0,8978.0,802.0,558.0,9787.0,869.0,11215.0,0.0,4.0,14.0,152.0,50434.0,8512.0,11554.0,578.0,2725.0,232.0,0.0,2957.0,0.0,4.0,11.0,125.0,110326.0,6338.0,7492.0,262.0,3245.0,943.0,32.0,4220.0,30.0,0.0,9.0,9.0,104272.0,5812.0,6068.0,1200280.0,CLASSIC,MATCHED_GAME,11.17.394.4489,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,22,18,30,30,144,114,18,22,57,58,21912,7507,458,441,29097,34291,271877,958007,53406,44518,39223,38797,2393,2717,70,62,20,26,43231,43960
1.0,1.0,0.0,6.0,1.0,9.0,4.0,8.0,4.0,6.0,4.0,6.0,3.0,0.0,2.0,2.0,3.0,2.0,0.0,1.0,5.0,1.0,6.0,3.0,6.0,5.0,9.0,0.0,1.0,200.0,0.0,5.0,7.0,9.0,7.0,15.0,6.0,5.0,1.0,8.0,25.0,9.0,2.0,0.0,11.0,0.0,5277.0,0.0,5277.0,0.0,4.0,11.0,137.0,95081.0,6446.0,8524.0,479.0,249.0,3245.0,455.0,3950.0,0.0,100.0,11.0,50.0,354605.0,7144.0,7755.0,394.0,4859.0,568.0,0.0,5428.0,0.0,4.0,10.0,97.0,223438.0,5609.0,6885.0,538.0,2471.0,9728.0,56.0,12255.0,0.0,8.0,11.0,139.0,95967.0,8428.0,7375.0,570.0,1870.0,439.0,0.0,2309.0,30.0,0.0,9.0,30.0,76392.0,5340.0,6069.0,1871.0,135.0,11835.0,3209.0,15180.0,0.0,19.0,14.0,152.0,352690.0,11280.0,11741.0,3276.0,8376.0,81.0,117.0,8575.0,0.0,144.0,13.0,32.0,108411.0,9171.0,10879.0,978.0,1219.0,13033.0,486.0,14739.0,0.0,0.0,13.0,128.0,57886.0,8353.0,10462.0,977.0,9794.0,380.0,0.0,10174.0,0.0,0.0,12.0,155.0,126182.0,7977.0,9936.0,497.0,3290.0,963.0,310.0,4563.0,30.0,0.0,9.0,26.0,54106.0,4622.0,5848.0,1200285.0,CLASSIC,MATCHED_GAME,11.19.398.9466,4.0,6.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,25,9,30,30,116,163,9,25,52,61,9449,22814,453,493,19257,26292,845483,699275,29219,53231,32967,41403,511,4122,43,45,13,27,36608,48866
1.0,4.0,9.0,3.0,0.0,1.0,2.0,5.0,7.0,1.0,0.0,4.0,4.0,3.0,3.0,4.0,5.0,2.0,1.0,7.0,3.0,5.0,12.0,5.0,4.0,2.0,6.0,3.0,2.0,100.0,0.0,10.0,5.0,8.0,9.0,53.0,10.0,13.0,10.0,15.0,27.0,2.0,10.0,2.0,98.0,630.0,4877.0,0.0,5508.0,0.0,0.0,11.0,133.0,48065.0,6883.0,7741.0,2697.0,10817.0,879.0,653.0,12351.0,0.0,117.0,12.0,24.0,724534.0,8257.0,9562.0,1904.0,257.0,12275.0,286.0,12818.0,0.0,13.0,13.0,128.0,87254.0,10544.0,9965.0,1412.0,2470.0,8114.0,0.0,10585.0,0.0,8.0,11.0,133.0,793.0,7442.0,7997.0,63.0,2515.0,939.0,403.0,3858.0,30.0,0.0,9.0,32.0,38914.0,5238.0,6061.0,177.0,3473.0,3820.0,221.0,7515.0,0.0,0.0,11.0,129.0,632892.0,6797.0,8314.0,465.0,563.0,6590.0,808.0,7961.0,0.0,95.0,11.0,38.0,354598.0,7290.0,8487.0,475.0,12259.0,1253.0,678.0,14191.0,0.0,4.0,12.0,131.0,181466.0,7390.0,8985.0,265.0,0.0,15541.0,286.0,15827.0,0.0,10.0,11.0,135.0,25062.0,8130.0,7675.0,101.0,3469.0,770.0,284.0,4523.0,30.0,0.0,8.0,25.0,62984.0,4771.0,4971.0,1200287.0,CLASSIC,MATCHED_GAME,11.22.406.3587,3.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,16,17,30,30,138,109,17,16,56,53,16689,19764,450,458,27084,27974,899560,1257002,45120,50017,38364,34378,1342,2277,85,75,28,20,41326,38432
6.0,2.0,0.0,1.0,0.0,1.0,4.0,10.0,2.0,4.0,6.0,3.0,2.0,4.0,3.0,1.0,0.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,7.0,3.0,4.0,0.0,0.0,200.0,3.0,8.0,8.0,6.0,11.0,20.0,6.0,2.0,7.0,10.0,36.0,5.0,2.0,0.0,770.0,1805.0,6252.0,173.0,8231.0,0.0,8.0,13.0,155.0,75430.0,10652.0,10521.0,492.0,431.0,6676.0,447.0,7555.0,0.0,112.0,12.0,29.0,346240.0,7032.0,8801.0,1382.0,991.0,3663.0,426.0,5081.0,0.0,12.0,11.0,119.0,82859.0,5762.0,8227.0,504.0,3220.0,729.0,0.0,3950.0,0.0,0.0,10.0,126.0,101858.0,5639.0,6310.0,647.0,1843.0,578.0,0.0,2422.0,30.0,0.0,9.0,20.0,10931.0,4122.0,5634.0,89.0,631.0,3239.0,873.0,4744.0,0.0,0.0,12.0,133.0,67406.0,6739.0,9257.0,100.0,0.0,8538.0,589.0,9127.0,0.0,117.0,12.0,32.0,170319.0,9215.0,9811.0,-73.0,10835.0,1151.0,0.0,11987.0,0.0,13.0,12.0,143.0,58990.0,10936.0,9839.0,62.0,792.0,5546.0,0.0,6338.0,0.0,4.0,11.0,151.0,134750.0,7537.0,8458.0,828.0,1474.0,678.0,301.0,2454.0,30.0,4.0,9.0,28.0,90758.0,5112.0,5530.0,1200272.0,CLASSIC,MATCHED_GAME,11.20.400.7328,3.0,3.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,18,9,30,30,132,138,9,18,55,56,8290,13732,449,487,17898,19152,617318,522223,27239,34650,33207,39539,1046,1763,53,61,13,21,39493,42895
5.0,7.0,1.0,0.0,1.0,1.0,5.0,4.0,6.0,3.0,3.0,5.0,5.0,7.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,2.0,3.0,8.0,8.0,2.0,0.0,200.0,76.0,12.0,6.0,4.0,8.0,104.0,17.0,2.0,11.0,9.0,37.0,9.0,6.0,0.0,1239.0,2242.0,6833.0,0.0,9076.0,0.0,12.0,14.0,187.0,54806.0,11429.0,11848.0,755.0,10749.0,308.0,548.0,11605.0,0.0,103.0,11.0,9.0,232741.0,8245.0,8210.0,679.0,335.0,3225.0,442.0,4002.0,0.0,0.0,11.0,134.0,62187.0,6624.0,8470.0,1062.0,5474.0,389.0,0.0,5863.0,0.0,0.0,10.0,130.0,212898.0,5602.0,7290.0,468.0,2666.0,1006.0,100.0,3773.0,30.0,0.0,8.0,7.0,68013.0,4543.0,4542.0,545.0,6879.0,793.0,0.0,7672.0,0.0,2.0,11.0,114.0,117254.0,5670.0,7926.0,517.0,596.0,7191.0,267.0,8054.0,0.0,133.0,12.0,8.0,251500.0,8132.0,9495.0,277.0,6867.0,1435.0,372.0,8674.0,0.0,8.0,12.0,134.0,139531.0,7797.0,9154.0,715.0,1013.0,13759.0,0.0,14772.0,0.0,4.0,11.0,143.0,75933.0,8460.0,8485.0,411.0,3588.0,527.0,632.0,4747.0,30.0,0.0,10.0,25.0,25960.0,6111.0,6771.0,1200390.0,CLASSIC,MATCHED_GAME,11.21.403.3002,5.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,19,14,30,30,115,147,14,19,54,56,21466,18943,467,424,11761,23705,630645,610178,34319,43919,36443,36170,1090,1271,134,76,9,26,40360,41831
5.0,2.0,4.0,2.0,5.0,1.0,1.0,6.0,2.0,6.0,2.0,3.0,3.0,3.0,4.0,6.0,4.0,1.0,0.0,9.0,6.0,3.0,1.0,3.0,10.0,6.0,2.0,1.0,2.0,100.0,0.0,8.0,6.0,7.0,7.0,14.0,5.0,12.0,10.0,9.0,6.0,0.0,7.0,0.0,1608.0,0.0,6386.0,1918.0,8305.0,0.0,31.0,14.0,164.0,148525.0,10058.0,11848.0,502.0,11772.0,0.0,276.0,12048.0,0.0,121.0,12.0,22.0,150401.0,7687.0,9273.0,1991.0,6876.0,1566.0,919.0,9363.0,0.0,0.0,12.0,135.0,134549.0,8196.0,9889.0,1778.0,948.0,1822.0,279.0,3050.0,0.0,12.0,11.0,113.0,67278.0,6828.0,8071.0,477.0,720.0,4706.0,354.0,5780.0,30.0,0.0,9.0,38.0,84764.0,5952.0,5434.0,475.0,1447.0,1739.0,603.0,3790.0,0.0,0.0,11.0,115.0,143781.0,5758.0,7579.0,1175.0,2360.0,1333.0,0.0,3694.0,30.0,0.0,9.0,25.0,42475.0,6050.0,6085.0,1206.0,6626.0,1647.0,2298.0,10571.0,0.0,0.0,12.0,121.0,71605.0,7386.0,9162.0,474.0,733.0,6575.0,120.0,7429.0,0.0,80.0,11.0,25.0,89243.0,6324.0,7454.0,1439.0,219.0,4117.0,721.0,5059.0,0.0,0.0,9.0,114.0,2245.0,6739.0,5443.0,1200338.0,CLASSIC,MATCHED_GAME,11.10.376.4811,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14,18,30,30,164,80,18,14,58,52,20316,11385,472,400,14480,15411,585517,349349,38546,30543,38721,32257,3746,3742,42,42,19,22,44515,35723
0.0,8.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,0.0,2.0,6.0,4.0,3.0,1.0,2.0,5.0,5.0,8.0,3.0,7.0,3.0,8.0,2.0,0.0,200.0,0.0,16.0,3.0,8.0,9.0,23.0,347.0,9.0,5.0,9.0,26.0,9.0,2.0,0.0,91.0,7247.0,3411.0,0.0,10659.0,0.0,4.0,11.0,135.0,500819.0,5841.0,8306.0,1829.0,775.0,11184.0,703.0,12663.0,0.0,104.0,12.0,44.0,143630.0,8994.0,9102.0,128.0,8778.0,1333.0,280.0,10392.0,0.0,4.0,11.0,114.0,267069.0,6533.0,8144.0,885.0,543.0,11596.0,0.0,12140.0,0.0,4.0,11.0,152.0,43773.0,8100.0,7848.0,592.0,3545.0,866.0,0.0,4411.0,30.0,0.0,9.0,23.0,123903.0,5427.0,5465.0,619.0,5651.0,2493.0,0.0,8145.0,0.0,12.0,12.0,148.0,52300.0,8514.0,9761.0,931.0,14992.0,63.0,865.0,15921.0,0.0,125.0,12.0,11.0,162720.0,7706.0,8768.0,570.0,745.0,6489.0,728.0,7964.0,0.0,0.0,11.0,122.0,61190.0,6580.0,8579.0,750.0,127.0,7489.0,0.0,7616.0,0.0,0.0,10.0,139.0,69563.0,7225.0,6838.0,478.0,6341.0,1687.0,0.0,8028.0,30.0,0.0,9.0,27.0,32509.0,5513.0,5982.0,1200436.0,CLASSIC,MATCHED_GAME,11.22.406.3587,2.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,14,15,30,30,116,137,15,14,54,54,20888,27856,468,447,28390,18221,1079194,378282,50265,47674,34895,35538,983,1593,59,396,21,23,38865,39928
0.0,4.0,22.0,9.0,15.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,3.0,10.0,12.0,11.0,8.0,9.0,30.0,18.0,5.0,7.0,7.0,1.0,4.0,5.0,0.0,2.0,1.0,100.0,0.0,16.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,2477.0,4158.0,2106.0,0.0,6265.0,30.0,4.0,13.0,14.0,24091.0,7687.0,10097.0,1448.0,6846.0,2949.0,0.0,9795.0,0.0,0.0,12.0,45.0,37397.0,6918.0,9797.0,1205.0,0.0,22352.0,5763.0,28116.0,0.0,12.0,12.0,96.0,122485.0,11905.0,9083.0,1836.0,10185.0,3641.0,671.0,14498.0,0.0,120.0,14.0,59.0,173986.0,11186.0,11452.0,3696.0,18794.0,1602.0,2131.0,22528.0,0.0,12.0,13.0,118.0,140561.0,11296.0,10877.0,2005.0,349.0,6233.0,0.0,6582.0,0.0,0.0,11.0,100.0,36979.0,5955.0,7868.0,1188.0,0.0,7020.0,1152.0,8173.0,0.0,0.0,11.0,59.0,0.0,6838.0,8181.0,129.0,2953.0,956.0,0.0,3910.0,30.0,0.0,11.0,73.0,27427.0,4669.0,7476.0,131.0,2164.0,909.0,0.0,3073.0,30.0,0.0,11.0,44.0,66513.0,5131.0,8046.0,1561.0,7728.0,251.0,0.0,7979.0,0.0,0.0,11.0,43.0,56246.0,5761.0,7520.0,1200362.0,CLASSIC,MATCHED_GAME,11.21.403.3002,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,7,50,30,60,148,0,50,7,64,55,39983,13194,332,319,32650,15369,498520,187165,81202,29717,48992,28354,8565,1152,19,0,67,12,51306,39091
1.0,5.0,3.0,2.0,2.0,5.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,3.0,0.0,200.0,0.0,12.0,5.0,9.0,8.0,37.0,6.0,5.0,10.0,14.0,28.0,11.0,3.0,0.0,108.0,6459.0,190.0,298.0,6948.0,0.0,0.0,11.0,104.0,178580.0,5468.0,7579.0,453.0,1308.0,4470.0,536.0,6315.0,0.0,113.0,13.0,28.0,601548.0,7928.0,9960.0,134.0,9509.0,1323.0,272.0,11104.0,0.0,0.0,12.0,127.0,84384.0,6949.0,9148.0,657.0,1013.0,11873.0,0.0,12886.0,0.0,1.0,10.0,145.0,115193.0,7682.0,7050.0,236.0,2586.0,985.0,432.0,4003.0,30.0,0.0,10.0,6.0,141749.0,5211.0,6420.0,457.0,0.0,9262.0,2877.0,12140.0,0.0,8.0,13.0,171.0,141636.0,10357.0,10446.0,714.0,776.0,5581.0,188.0,6546.0,0.0,104.0,11.0,14.0,125605.0,8564.0,8137.0,709.0,9420.0,799.0,198.0,10418.0,0.0,1.0,13.0,162.0,155599.0,8614.0,10555.0,613.0,0.0,8700.0,3188.0,11889.0,0.0,8.0,11.0,135.0,6473.0,7088.0,7420.0,322.0,2371.0,356.0,0.0,2727.0,30.0,0.0,8.0,7.0,134651.0,5007.0,4860.0,1200360.0,CLASSIC,MATCHED_GAME,11.18.395.7538,2.0,6.0,1.0,3.0,1.0,2.0,0.0,2.0,0.0,1.0,17,13,30,30,114,121,13,16,56,56,20875,12567,410,489,18841,24698,1121454,563964,41256,43720,33238,39630,1538,6451,71,63,14,16,40157,41418
2.0,8.0,1.0,5.0,2.0,6.0,6.0,3.0,5.0,3.0,6.0,3.0,2.0,6.0,2.0,2.0,6.0,2.0,0.0,4.0,7.0,6.0,7.0,9.0,2.0,6.0,12.0,1.0,0.0,200.0,1.0,86.0,4.0,6.0,5.0,30.0,8.0,2.0,5.0,11.0,13.0,6.0,1.0,0.0,1338.0,4938.0,4739.0,406.0,10084.0,0.0,0.0,11.0,82.0,170212.0,5298.0,7398.0,578.0,785.0,9647.0,294.0,10726.0,0.0,121.0,12.0,23.0,81599.0,9203.0,9868.0,688.0,5922.0,1448.0,192.0,7563.0,0.0,4.0,12.0,105.0,57971.0,6813.0,8702.0,1617.0,905.0,14214.0,0.0,15119.0,0.0,0.0,11.0,151.0,10274.0,9457.0,8049.0,540.0,1839.0,1360.0,472.0,3671.0,30.0,0.0,10.0,31.0,37798.0,5600.0,6395.0,1121.0,713.0,18655.0,2204.0,21573.0,0.0,0.0,13.0,136.0,200159.0,9816.0,11407.0,1780.0,552.0,4950.0,677.0,6180.0,0.0,107.0,12.0,28.0,183077.0,9230.0,8901.0,857.0,569.0,9979.0,0.0,10548.0,0.0,8.0,12.0,152.0,43020.0,8407.0,9686.0,460.0,10964.0,468.0,351.0,11784.0,0.0,4.0,11.0,122.0,20458.0,7535.0,8081.0,787.0,3083.0,337.0,561.0,3982.0,30.0,0.0,10.0,13.0,138664.0,5472.0,6834.0,1200362.0,CLASSIC,MATCHED_GAME,11.22.406.3587,5.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,21,18,30,30,125,119,18,21,56,58,14389,15881,392,451,31408,34389,357854,585378,47163,54067,36371,40460,1364,3793,131,39,24,34,40412,44909
6.0,10.0,3.0,4.0,1.0,1.0,1.0,4.0,5.0,3.0,2.0,0.0,3.0,4.0,2.0,8.0,3.0,7.0,2.0,6.0,12.0,6.0,10.0,0.0,4.0,0.0,5.0,2.0,2.0,100.0,0.0,7.0,1.0,6.0,7.0,18.0,6.0,5.0,7.0,6.0,12.0,2.0,5.0,0.0,1670.0,258.0,6975.0,3085.0,10319.0,0.0,8.0,13.0,148.0,57763.0,10080.0,10609.0,1981.0,1117.0,14454.0,110.0,15682.0,0.0,106.0,12.0,17.0,179028.0,9406.0,9536.0,120.0,7548.0,1947.0,210.0,9705.0,0.0,0.0,12.0,118.0,146072.0,7990.0,8689.0,213.0,2285.0,10066.0,90.0,12442.0,0.0,12.0,12.0,183.0,43828.0,9546.0,9217.0,118.0,2603.0,796.0,686.0,4086.0,30.0,0.0,10.0,33.0,39004.0,5733.0,6175.0,403.0,329.0,3443.0,832.0,4605.0,0.0,4.0,11.0,96.0,122330.0,5303.0,7727.0,637.0,3074.0,917.0,313.0,4305.0,0.0,95.0,12.0,44.0,402304.0,7677.0,8825.0,288.0,406.0,11650.0,0.0,12056.0,0.0,0.0,11.0,134.0,174781.0,7003.0,8434.0,1223.0,1249.0,6436.0,588.0,8275.0,0.0,12.0,12.0,160.0,28499.0,9193.0,9086.0,732.0,2572.0,512.0,652.0,3736.0,30.0,0.0,8.0,16.0,54825.0,4107.0,4875.0,1200274.0,CLASSIC,MATCHED_GAME,11.19.398.2521,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,24,30,30,126,111,24,11,59,54,13811,7630,499,450,34238,22958,465695,782739,52234,32977,42755,33283,4181,2385,39,36,36,10,44226,38947
