,airdragon_team100,assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,baron_team100,baron_team200,chemtechdragon_team100,chemtechdragon_team200,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,earthdragon_team100,earthdragon_team200,firedragon_team100,firedragon_team200,gameDuration,gameEndTimestamp,gameId,gameMode,gameName,gameStartTimestamp,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,hextechdragon_team100,hextechdragon_team200,inhibs_lost_team100,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_0,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,matchId,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,queueId,riftherald_team100,riftherald_team200,riftherald_team300,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_0,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,waterdragon_team100,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,waterdragon_team200,airdragon_team200
16,1.0,0.0,4.0,3.0,4.0,3.0,4.0,1.0,4.0,3.0,2.0,0.0,1.0,1.0,1.0,591.0,325.0,957.0,1154.0,250.0,128.0,228.0,971.0,166.0,615.0,2.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,2053,1637204578381,4107388116,CLASSIC,teambuilder-match-4107388116,1637202524535,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,0.0,,2.0,4.0,0.0,96.0,0.0,0.0,0.0,4.0,60.0,3.0,4.0,0.0,3.0,3.0,4.0,1.0,4.0,5.0,2.0,2.0,8.0,0.0,11.0,7.0,9.0,11.0,8.0,8.0,11.0,9.0,10.0,9.0,2646.0,2709.0,0.0,5660.0,0.0,5757.0,0.0,2503.0,1378.0,282.0,NA1_4107388116,90.0,7.0,2.0,106.0,99.0,12.0,91.0,3.0,84.0,87.0,2299.0,984.0,5600.0,836.0,9305.0,890.0,5241.0,798.0,8009.0,1875.0,400,1.0,,1.0,126454.0,91635.0,257049.0,88940.0,71114.0,8064.0,118053.0,224842.0,54722.0,7300.0,900251.0,4945.0,4240.0,6219.0,6496.0,9872.0,7034.0,5554.0,3505.0,10164.0,2158.0,5991.0,4725.0,6557.0,6369.0,6650.0,5403.0,5478.0,4671.0,7256.0,4215.0,3.0,11.0,0.0,546.0,619.0,0.0,567.0,386.0,312.0,204.0,776.0,0.0,0.0,12.0,48.0,11.0,2.0,12.0,43.0,8.0,12.0,9.0,7.0,1.0,100.0,7861.0,3879.0,6022.0,7404.0,5010.0,5025.0,7528.0,5197.0,7012.0,5306.0,,
17,0.0,3.0,6.0,3.0,6.0,4.0,9.0,0.0,4.0,3.0,5.0,0.0,,0.0,,1673.0,229.0,2409.0,1499.0,1505.0,756.0,307.0,519.0,658.0,496.0,2.0,4.0,4.0,5.0,3.0,6.0,10.0,1.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1503,1637202201534,4107392507,CLASSIC,teambuilder-match-4107392507,1637200698515,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,,3.0,3.0,0.0,68.0,0.0,4.0,0.0,0.0,61.0,4.0,0.0,0.0,7.0,3.0,7.0,3.0,6.0,0.0,2.0,2.0,10.0,3.0,11.0,8.0,10.0,10.0,9.0,8.0,8.0,9.0,10.0,9.0,5448.0,3031.0,6439.0,877.0,2412.0,3005.0,3639.0,0.0,1059.0,756.0,NA1_4107392507,94.0,4.0,17.0,75.0,64.0,5.0,55.0,8.0,73.0,78.0,2001.0,1734.0,705.0,3243.0,5802.0,743.0,2558.0,3034.0,10698.0,7601.0,400,1.0,,0.0,382041.0,138973.0,214674.0,54014.0,8790.0,123759.0,56967.0,176222.0,13857.0,90465.0,900222.0,7449.0,4893.0,7657.0,4841.0,8215.0,3937.0,6759.0,3237.0,13482.0,8541.0,7748.0,5154.0,6744.0,6539.0,5905.0,4056.0,3892.0,5419.0,8338.0,5246.0,3.0,11.0,0.0,128.0,512.0,720.0,0.0,187.0,561.0,202.0,1724.0,183.0,58.0,6.0,78.0,4.0,5.0,7.0,17.0,22.0,14.0,57.0,5.0,1.0,100.0,7854.0,4232.0,6716.0,6454.0,5223.0,4062.0,4713.0,5050.0,6497.0,5148.0,,
18,0.0,0.0,1.0,4.0,1.0,2.0,5.0,1.0,0.0,2.0,2.0,1.0,,0.0,,614.0,467.0,25.0,919.0,92.0,239.0,758.0,734.0,1784.0,2152.0,3.0,3.0,0.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,1844,1637200313245,4107326115,CLASSIC,teambuilder-match-4107326115,1637198468464,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,10.0,6.0,10.0,10.0,9.0,8.0,9.0,9.0,11.0,10.0,836.0,2925.0,611.0,3463.0,630.0,1833.0,3549.0,652.0,4809.0,962.0,NA1_4107326115,65.0,4.0,18.0,74.0,107.0,5.0,85.0,10.0,113.0,116.0,4919.0,563.0,4705.0,1052.0,6088.0,742.0,1261.0,3987.0,1253.0,5219.0,400,0.0,1.0,0.0,209054.0,161777.0,182297.0,28524.0,20293.0,63341.0,92346.0,109662.0,30081.0,80016.0,900272.0,5853.0,3566.0,5513.0,6284.0,6719.0,2933.0,5130.0,4941.0,6131.0,6416.0,5064.0,3317.0,6025.0,4549.0,5792.0,4564.0,4558.0,5134.0,6879.0,6127.0,5.0,8.0,98.0,78.0,196.0,1768.0,0.0,358.0,320.0,302.0,69.0,234.0,0.0,2.0,37.0,7.0,10.0,10.0,31.0,50.0,3.0,16.0,10.0,0.0,100.0,6574.0,2713.0,6758.0,6430.0,5665.0,4383.0,6007.0,5579.0,7504.0,6753.0,1.0,
19,0.0,1.0,6.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,1.0,,0.0,,449.0,579.0,635.0,796.0,330.0,184.0,1272.0,86.0,1541.0,305.0,3.0,1.0,4.0,1.0,7.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,1683,1637377936484,4109829899,CLASSIC,teambuilder-match-4109829899,1637376252509,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0,,3.0,4.0,0.0,81.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,2.0,4.0,5.0,4.0,0.0,0.0,4.0,3.0,4.0,3.0,10.0,8.0,10.0,9.0,8.0,7.0,10.0,9.0,11.0,8.0,2676.0,3054.0,0.0,0.0,0.0,2974.0,0.0,344.0,4855.0,685.0,NA1_4109829899,106.0,22.0,19.0,67.0,77.0,11.0,93.0,10.0,105.0,105.0,2147.0,1132.0,6083.0,3254.0,3176.0,758.0,5988.0,4542.0,1575.0,6116.0,420,1.0,1.0,0.0,92763.0,141216.0,144643.0,62789.0,2709.0,103733.0,76830.0,353004.0,200241.0,0.0,900333.0,4823.0,4474.0,6936.0,4344.0,3694.0,3844.0,6298.0,5106.0,6575.0,7225.0,5649.0,4914.0,7310.0,6636.0,4140.0,3534.0,6647.0,5936.0,6471.0,6630.0,4.0,11.0,0.0,288.0,852.0,1089.0,517.0,111.0,309.0,220.0,144.0,424.0,0.0,9.0,25.0,2.0,7.0,4.0,34.0,6.0,5.0,9.0,11.0,0.0,100.0,6535.0,4561.0,6364.0,5940.0,4386.0,3456.0,6754.0,6056.0,7732.0,4833.0,1.0,
20,1.0,3.0,7.0,2.0,2.0,2.0,4.0,1.0,5.0,3.0,2.0,1.0,,2.0,,245.0,749.0,1306.0,1417.0,983.0,793.0,400.0,550.0,126.0,416.0,0.0,1.0,0.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1593,1637374584071,4109790669,CLASSIC,teambuilder-match-4109790669,1637372990680,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,1.0,,2.0,4.0,0.0,72.0,0.0,0.0,0.0,4.0,84.0,0.0,4.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0,5.0,11.0,8.0,10.0,10.0,9.0,8.0,10.0,9.0,10.0,9.0,653.0,551.0,675.0,4481.0,103.0,3070.0,2764.0,0.0,5257.0,390.0,NA1_4109790669,128.0,23.0,23.0,106.0,114.0,8.0,83.0,3.0,103.0,97.0,3424.0,1483.0,4580.0,823.0,8804.0,529.0,5139.0,2633.0,94.0,5968.0,420,2.0,,0.0,21736.0,294360.0,131852.0,47216.0,30065.0,114493.0,52286.0,141855.0,37196.0,97387.0,900248.0,4077.0,2035.0,5634.0,5543.0,9098.0,3600.0,7903.0,2837.0,5351.0,6549.0,7150.0,3954.0,6226.0,5867.0,6233.0,5048.0,4885.0,4650.0,4981.0,6366.0,1.0,10.0,0.0,0.0,378.0,238.0,190.0,0.0,0.0,204.0,0.0,190.0,0.0,2.0,27.0,4.0,12.0,10.0,34.0,6.0,1.0,9.0,10.0,0.0,100.0,7963.0,4358.0,6500.0,6507.0,5062.0,4287.0,6285.0,5382.0,6422.0,5124.0,,
21,0.0,1.0,8.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,125.0,23.0,347.0,642.0,93.0,1269.0,660.0,1562.0,2425.0,453.0,2.0,2.0,1.0,5.0,4.0,4.0,2.0,4.0,3.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2024,1637360024384,4109469148,CLASSIC,teambuilder-match-4109469148,1637357999853,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,0.0,0.0,99.0,0.0,0.0,0.0,4.0,0.0,0.0,88.0,0.0,3.0,0.0,5.0,3.0,0.0,1.0,2.0,5.0,8.0,1.0,11.0,8.0,11.0,10.0,9.0,8.0,11.0,11.0,10.0,9.0,972.0,2067.0,301.0,3537.0,3202.0,2212.0,554.0,298.0,87.0,1548.0,NA1_4109469148,115.0,23.0,20.0,84.0,85.0,15.0,113.0,115.0,131.0,8.0,3474.0,1035.0,4803.0,863.0,658.0,428.0,4443.0,7391.0,9282.0,678.0,420,0.0,2.0,0.0,327435.0,58190.0,125876.0,0.0,76954.0,89776.0,12814.0,57169.0,34875.0,42176.0,900260.0,4446.0,3844.0,5424.0,4725.0,3861.0,2640.0,5047.0,8358.0,9383.0,3086.0,6400.0,4168.0,6947.0,5222.0,4393.0,3949.0,5910.0,6552.0,7825.0,5643.0,9.0,8.0,0.0,741.0,320.0,324.0,0.0,0.0,49.0,669.0,14.0,859.0,0.0,6.0,18.0,4.0,6.0,17.0,26.0,13.0,10.0,9.0,6.0,1.0,100.0,7720.0,4573.0,7938.0,6787.0,5201.0,4636.0,7517.0,8016.0,7253.0,5489.0,,
22,0.0,0.0,2.0,1.0,0.0,5.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,203.0,418.0,164.0,611.0,1050.0,399.0,386.0,1400.0,1602.0,235.0,0.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,2237,1637467395916,4111215760,CLASSIC,teambuilder-match-4111215760,1637465158512,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,4.0,63.0,4.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,7.0,1.0,11.0,7.0,8.0,9.0,9.0,8.0,9.0,8.0,10.0,8.0,0.0,2556.0,246.0,1377.0,299.0,3540.0,0.0,195.0,5624.0,153.0,NA1_4111215760,124.0,24.0,4.0,86.0,110.0,7.0,81.0,8.0,82.0,100.0,5202.0,330.0,1927.0,299.0,4328.0,458.0,1467.0,2312.0,1018.0,832.0,400,1.0,1.0,0.0,32637.0,63676.0,222715.0,12220.0,21305.0,24514.0,42751.0,195681.0,69489.0,0.0,900212.0,6259.0,3084.0,2222.0,2388.0,4628.0,3998.0,1596.0,2628.0,7111.0,985.0,7678.0,3208.0,4339.0,4251.0,5970.0,4679.0,4136.0,4500.0,6297.0,4960.0,6.0,6.0,1056.0,197.0,48.0,711.0,0.0,0.0,128.0,120.0,468.0,0.0,0.0,14.0,35.0,23.0,12.0,10.0,24.0,15.0,2.0,24.0,10.0,0.0,200.0,8100.0,3968.0,4756.0,5648.0,5550.0,4317.0,5584.0,5018.0,6966.0,4989.0,2.0,1.0
23,1.0,1.0,1.0,2.0,8.0,9.0,1.0,3.0,3.0,1.0,1.0,1.0,,0.0,1.0,467.0,126.0,1580.0,1534.0,1218.0,316.0,178.0,471.0,1279.0,578.0,0.0,5.0,2.0,2.0,0.0,1.0,6.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1735,1637466528783,4111234026,CLASSIC,teambuilder-match-4111234026,1637464793388,MATCHED_GAME,11.23.409.111,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,,0.0,,3.0,4.0,64.0,96.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,3.0,4.0,8.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,11.0,8.0,11.0,9.0,8.0,11.0,7.0,7.0,11.0,10.0,4822.0,17.0,0.0,433.0,3428.0,503.0,1849.0,1744.0,2730.0,12.0,NA1_4111234026,117.0,3.0,18.0,129.0,4.0,119.0,65.0,12.0,114.0,79.0,226.0,5691.0,6788.0,4485.0,837.0,3447.0,713.0,931.0,189.0,6986.0,700,0.0,1.0,1.0,36649.0,184126.0,391170.0,85062.0,25835.0,120662.0,6909.0,79494.0,171036.0,156545.0,900263.0,5048.0,6602.0,8989.0,4919.0,4568.0,4549.0,2562.0,2675.0,3122.0,6998.0,5567.0,5809.0,7580.0,6119.0,4468.0,6216.0,3893.0,3346.0,4529.0,4883.0,1.0,11.0,0.0,893.0,2201.0,0.0,302.0,598.0,0.0,0.0,203.0,0.0,0.0,8.0,12.0,5.0,30.0,18.0,6.0,6.0,14.0,8.0,8.0,0.0,100.0,7550.0,4893.0,7754.0,5337.0,4426.0,7504.0,4017.0,3754.0,7829.0,6516.0,,
24,1.0,2.0,4.0,7.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,,387.0,390.0,847.0,982.0,789.0,496.0,24.0,304.0,1072.0,81.0,1.0,5.0,3.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,1913,1637463921754,4111046053,CLASSIC,teambuilder-match-4111046053,1637462008523,MATCHED_GAME,11.23.409.111,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,79.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,8.0,7.0,7.0,10.0,10.0,9.0,11.0,9.0,9.0,9.0,563.0,3145.0,2008.0,2736.0,3989.0,274.0,6608.0,157.0,206.0,2238.0,NA1_4111046053,91.0,9.0,18.0,105.0,84.0,6.0,135.0,105.0,16.0,78.0,3352.0,169.0,714.0,318.0,3726.0,3213.0,724.0,5549.0,3135.0,2497.0,700,1.0,,1.0,5151.0,9053.0,95898.0,154986.0,82123.0,164009.0,38746.0,29926.0,297338.0,244526.0,900291.0,3916.0,3605.0,3052.0,3180.0,8268.0,3587.0,7591.0,5706.0,3791.0,4736.0,5537.0,3815.0,3827.0,4617.0,5114.0,5496.0,6919.0,5779.0,4947.0,4256.0,9.0,1.0,0.0,290.0,330.0,125.0,552.0,100.0,257.0,0.0,449.0,0.0,1.0,11.0,42.0,27.0,5.0,101.0,5.0,13.0,13.0,4.0,12.0,0.0,200.0,4954.0,3274.0,3684.0,6873.0,6521.0,5515.0,8006.0,5177.0,5341.0,5598.0,,2.0
25,0.0,2.0,5.0,1.0,5.0,2.0,2.0,3.0,5.0,7.0,3.0,0.0,1.0,0.0,1.0,577.0,824.0,445.0,474.0,180.0,418.0,394.0,1800.0,1510.0,676.0,5.0,2.0,2.0,5.0,6.0,5.0,2.0,0.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,1889,1637450930286,4110705385,CLASSIC,teambuilder-match-4110705385,1637449041107,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,94.0,0.0,1.0,0.0,0.0,5.0,6.0,1.0,2.0,0.0,6.0,5.0,4.0,3.0,10.0,8.0,11.0,9.0,8.0,7.0,11.0,11.0,9.0,10.0,6146.0,6102.0,0.0,5142.0,264.0,3872.0,708.0,320.0,203.0,4184.0,NA1_4110705385,97.0,18.0,15.0,89.0,106.0,6.0,99.0,25.0,102.0,88.0,1294.0,427.0,4243.0,561.0,6614.0,259.0,6154.0,4276.0,6586.0,422.0,420,1.0,1.0,0.0,71259.0,113165.0,172213.0,8456.0,28638.0,120326.0,142535.0,330372.0,59530.0,54628.0,900335.0,7815.0,6530.0,4329.0,6194.0,6878.0,4469.0,7659.0,4620.0,6790.0,5092.0,4862.0,6264.0,7980.0,5334.0,5605.0,3293.0,6669.0,7150.0,6745.0,5256.0,10.0,3.0,374.0,0.0,86.0,490.0,0.0,338.0,797.0,24.0,0.0,484.0,0.0,11.0,31.0,7.0,14.0,15.0,16.0,10.0,8.0,43.0,5.0,1.0,200.0,6318.0,4841.0,7349.0,5783.0,4381.0,3685.0,7586.0,7769.0,5837.0,6878.0,2.0,1.0
26,1.0,2.0,4.0,4.0,0.0,1.0,5.0,2.0,3.0,0.0,6.0,1.0,2.0,0.0,,836.0,200.0,1874.0,120.0,807.0,-230.0,56.0,373.0,1305.0,263.0,2.0,3.0,1.0,6.0,3.0,7.0,3.0,2.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,2096,1637447528546,4110608068,CLASSIC,teambuilder-match-4110608068,1637445431828,MATCHED_GAME,11.23.409.111,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,95.0,8.0,0.0,0.0,4.0,6.0,1.0,2.0,3.0,1.0,0.0,5.0,6.0,2.0,11.0,9.0,9.0,8.0,9.0,8.0,10.0,10.0,12.0,9.0,7301.0,6581.0,275.0,3312.0,128.0,3962.0,989.0,216.0,518.0,53.0,NA1_4110608068,122.0,4.0,7.0,79.0,98.0,16.0,76.0,17.0,136.0,124.0,1546.0,911.0,3487.0,587.0,4003.0,224.0,551.0,5186.0,8006.0,4864.0,420,1.0,1.0,0.0,71613.0,127016.0,128132.0,14367.0,23683.0,66230.0,82061.0,281954.0,29265.0,11989.0,900327.0,9466.0,8193.0,4201.0,5007.0,4131.0,4364.0,2254.0,5657.0,8983.0,4917.0,7041.0,5860.0,6010.0,5240.0,5442.0,4960.0,4206.0,7073.0,9215.0,6813.0,7.0,8.0,618.0,699.0,438.0,1107.0,0.0,176.0,713.0,255.0,458.0,0.0,0.0,12.0,28.0,6.0,12.0,19.0,44.0,11.0,9.0,9.0,8.0,0.0,100.0,8157.0,5254.0,5837.0,4961.0,5419.0,4417.0,6303.0,7111.0,9210.0,5361.0,,
27,0.0,0.0,4.0,9.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,1.0,,0.0,1.0,387.0,53.0,281.0,384.0,228.0,2065.0,144.0,300.0,681.0,95.0,4.0,5.0,2.0,3.0,2.0,3.0,1.0,3.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1867,1637307194823,4109095514,CLASSIC,teambuilder-match-4109095514,1637305327174,MATCHED_GAME,11.23.409.111,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,3.0,0.0,4.0,0.0,0.0,0.0,72.0,64.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,9.0,1.0,3.0,5.0,2.0,3.0,10.0,7.0,9.0,9.0,10.0,10.0,8.0,12.0,8.0,11.0,4640.0,1204.0,2422.0,842.0,0.0,344.0,2553.0,9115.0,4701.0,98.0,NA1_4109095514,63.0,20.0,1.0,66.0,122.0,18.0,15.0,104.0,72.0,103.0,512.0,1693.0,676.0,2443.0,8788.0,1948.0,612.0,668.0,776.0,5409.0,430,2.0,,0.0,155922.0,81433.0,34099.0,44587.0,54035.0,220604.0,242812.0,159165.0,65605.0,31285.0,900284.0,5152.0,3452.0,3417.0,3824.0,11164.0,2721.0,3253.0,9783.0,5477.0,6019.0,4272.0,3678.0,5506.0,4164.0,8403.0,4815.0,5019.0,6225.0,4631.0,5040.0,4.0,11.0,0.0,554.0,317.0,538.0,2375.0,428.0,86.0,0.0,0.0,512.0,0.0,10.0,32.0,11.0,9.0,9.0,0.0,9.0,10.0,9.0,5.0,0.0,100.0,6696.0,3534.0,5394.0,5876.0,6430.0,6849.0,4948.0,8597.0,4414.0,7354.0,,1.0
