,assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,baron_team100,baron_team200,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,dragon_team200,gameMode,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,inhibs_lost_team200,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_7,killsplayer_8,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,riftherald_team200,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,inhibs_lost_team100,killsplayer_6,killsplayer_9,riftherald_team100,ward_player_0,killsplayer_0,riftherald_team300,team_deathsplayer_100,team_deathsplayer_200,team_goldPerSecond_100,team_goldPerSecond_200,team_jungleMinionsKilled_100,team_jungleMinionsKilled_200,team_killsplayer_100,team_killsplayer_200,team_level_100,team_level_200,team_magicDamageDoneToChampions_100,team_magicDamageDoneToChampions_200,team_minionsKilled_100,team_minionsKilled_200,team_physicalDamageDoneToChampions_100,team_physicalDamageDoneToChampions_200,team_timeEnemySpentControlled_100,team_timeEnemySpentControlled_200,team_totalDamageDoneToChampions_100,team_totalDamageDoneToChampions_200,team_totalGold_100,team_totalGold_200,team_trueDamageDoneToChampions_100,team_trueDamageDoneToChampions_200,team_ward_player_100,team_ward_player_200,team_assistsplayer_100,team_assistsplayer_200,team_xp_100,team_xp_200
641,3.0,2.0,7.0,2.0,1.0,3.0,2.0,3.0,0.0,4.0,1.0,0.0,740.0,861.0,754.0,170.0,257.0,157.0,200.0,392.0,1518.0,338.0,0.0,2.0,3.0,1.0,2.0,2.0,5.0,4.0,5.0,3.0,4.0,1.0,CLASSIC,CUSTOM_GAME,11.22.406.3587,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,1.0,0.0,105.0,112.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,7.0,2.0,2.0,1.0,1.0,14.0,11.0,12.0,12.0,11.0,9.0,12.0,10.0,11.0,9.0,0.0,6298.0,0.0,2009.0,5241.0,2300.0,1509.0,205.0,3460.0,4626.0,172.0,30.0,10.0,116.0,156.0,30.0,166.0,115.0,80.0,16.0,9625.0,443.0,6297.0,7752.0,199.0,30.0,5030.0,3629.0,567.0,558.0,0.0,71242.0,156880.0,264358.0,90163.0,76404.0,35449.0,19221.0,20578.0,245842.0,123012.0,1200395.0,11667.0,10230.0,6758.0,11573.0,5441.0,2330.0,7112.0,3834.0,4088.0,5185.0,9380.0,7671.0,7719.0,8255.0,7132.0,5007.0,6485.0,5692.0,5318.0,4898.0,3.0,6.0,2042.0,3488.0,461.0,1811.0,0.0,0.0,573.0,0.0,60.0,0.0,11.0,3.0,7.0,13.0,9.0,36.0,14.0,12.0,12.0,53.0,100.0,11595.0,7850.0,8656.0,9153.0,8490.0,5648.0,9383.0,6352.0,8140.0,5948.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8,19,30,30,124,105,19,8,58,53,9550,16098,484,407,23903,10227,537616,565533,37769,30449,37493,30064,4314,4121,76,94,16,11,43542,37673
642,0.0,8.0,7.0,3.0,6.0,4.0,5.0,10.0,5.0,3.0,0.0,0.0,308.0,1806.0,763.0,207.0,344.0,545.0,2333.0,2293.0,1566.0,2385.0,5.0,2.0,5.0,5.0,4.0,4.0,4.0,2.0,1.0,2.0,0.0,2.0,CLASSIC,MATCHED_GAME,11.18.395.7538,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,60.0,4.0,0.0,0.0,8.0,127.0,1.0,18.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,10.0,11.0,9.0,10.0,11.0,10.0,9.0,13.0,12.0,13.0,11.0,56.0,212.0,2257.0,7560.0,2165.0,3828.0,2904.0,0.0,13823.0,0.0,104.0,27.0,20.0,119.0,132.0,10.0,160.0,8.0,152.0,156.0,5974.0,3526.0,4179.0,585.0,8919.0,1319.0,12469.0,8942.0,518.0,8338.0,2.0,112741.0,44368.0,287149.0,84807.0,0.0,11823.0,86373.0,250006.0,41032.0,56591.0,1200324.0,7905.0,5030.0,7069.0,8206.0,11085.0,5148.0,15374.0,9995.0,14873.0,8572.0,6633.0,5806.0,5864.0,5813.0,6395.0,5480.0,9653.0,7993.0,11056.0,10134.0,8.0,0.0,1874.0,1291.0,632.0,60.0,0.0,0.0,0.0,1053.0,531.0,234.0,6.0,14.0,5.0,6.0,5.0,13.0,7.0,5.0,6.0,6.0,200.0,8442.0,5546.0,6693.0,7551.0,6565.0,5207.0,11305.0,9255.0,10801.0,8330.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,23,11,30,30,68,154,11,23,51,58,15866,16939,385,503,20976,33793,496520,478370,39413,53844,30185,44642,2566,3109,35,38,20,31,34458,45237
643,4.0,4.0,1.0,2.0,4.0,3.0,1.0,5.0,2.0,0.0,0.0,1.0,488.0,1322.0,979.0,805.0,761.0,696.0,606.0,661.0,1273.0,123.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,151.0,4.0,0.0,0.0,4.0,102.0,0.0,8.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,12.0,9.0,13.0,12.0,10.0,8.0,13.0,11.0,12.0,10.0,9789.0,1687.0,6996.0,0.0,700.0,2418.0,10061.0,861.0,2256.0,806.0,136.0,27.0,15.0,158.0,141.0,6.0,196.0,11.0,125.0,166.0,1180.0,1050.0,1640.0,4307.0,2490.0,199.0,538.0,6578.0,9479.0,3109.0,2.0,132093.0,24938.0,243461.0,155971.0,57836.0,96876.0,57768.0,602799.0,41155.0,39204.0,1200413.0,15615.0,2805.0,9013.0,4823.0,3191.0,2617.0,10600.0,8195.0,11736.0,4003.0,6438.0,4922.0,9004.0,6805.0,6091.0,4046.0,8961.0,6361.0,6346.0,7813.0,9.0,1.0,4645.0,68.0,376.0,516.0,0.0,0.0,0.0,756.0,0.0,88.0,9.0,21.0,12.0,2.0,41.0,27.0,11.0,5.0,7.0,9.0,200.0,9134.0,6113.0,9972.0,9579.0,6996.0,4758.0,10389.0,7508.0,8848.0,7129.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,8,7,30,30,156,114,7,8,55,55,19903,15671,456,525,9816,20754,686237,765864,35259,37339,32384,34403,5537,912,91,53,14,12,40439,39987
644,1.0,8.0,4.0,2.0,6.0,8.0,3.0,6.0,3.0,7.0,0.0,2.0,694.0,619.0,369.0,464.0,814.0,486.0,994.0,477.0,1905.0,647.0,4.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,2.0,7.0,3.0,2.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,116.0,4.0,4.0,0.0,0.0,123.0,0.0,0.0,2.0,2.0,5.0,1.0,7.0,12.0,1.0,15.0,12.0,10.0,12.0,10.0,12.0,12.0,11.0,12.0,14.0,11.0,652.0,2383.0,830.0,5888.0,2696.0,16047.0,1752.0,0.0,19007.0,2632.0,128.0,26.0,18.0,83.0,129.0,25.0,114.0,8.0,156.0,110.0,4530.0,830.0,7409.0,1196.0,9097.0,2125.0,9286.0,6793.0,1002.0,6899.0,0.0,61099.0,22723.0,207195.0,331179.0,792.0,14628.0,64631.0,203911.0,209726.0,201112.0,1200271.0,6138.0,3542.0,9470.0,7678.0,11793.0,18499.0,11038.0,7107.0,20836.0,9531.0,8084.0,5394.0,8419.0,6219.0,9264.0,9701.0,7404.0,6817.0,12214.0,6497.0,8.0,6.0,956.0,328.0,1230.0,594.0,0.0,326.0,0.0,314.0,826.0,0.0,10.0,30.0,10.0,12.0,8.0,25.0,8.0,0.0,3.0,9.0,200.0,9229.0,6531.0,8835.0,6769.0,9558.0,9358.0,8549.0,8651.0,11734.0,7827.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,24,27,30,30,128,123,27,24,58,58,26113,25774,383,414,24357,24810,614893,702103,53578,52054,41687,38326,3106,1468,65,50,21,27,43749,43292
645,5.0,7.0,3.0,1.0,4.0,5.0,4.0,6.0,5.0,4.0,0.0,1.0,346.0,737.0,290.0,283.0,1482.0,711.0,1702.0,1422.0,167.0,1135.0,7.0,6.0,6.0,4.0,5.0,6.0,0.0,2.0,4.0,2.0,0.0,4.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,1.0,0.0,0.0,26.0,100.0,11.0,0.0,4.0,0.0,3.0,1.0,5.0,1.0,2.0,9.0,11.0,9.0,10.0,12.0,10.0,9.0,14.0,12.0,11.0,12.0,11482.0,3383.0,4299.0,1091.0,2379.0,3523.0,389.0,824.0,0.0,13274.0,99.0,10.0,11.0,119.0,124.0,9.0,144.0,37.0,77.0,146.0,1464.0,207.0,2496.0,7020.0,7662.0,392.0,8831.0,5517.0,14996.0,1297.0,1.0,55026.0,105591.0,190345.0,35574.0,858.0,93938.0,128723.0,85342.0,114003.0,155491.0,1200319.0,13373.0,3681.0,7964.0,8111.0,10619.0,3916.0,10325.0,6703.0,15731.0,14828.0,6816.0,5237.0,5940.0,5808.0,7882.0,5321.0,10160.0,8022.0,8262.0,10050.0,11.0,0.0,426.0,90.0,1168.0,0.0,577.0,0.0,1104.0,361.0,734.0,256.0,7.0,30.0,12.0,13.0,9.0,22.0,10.0,4.0,1.0,3.0,200.0,8326.0,5339.0,6180.0,8955.0,6897.0,5346.0,11810.0,8807.0,8439.0,9412.0,1.0,7.0,10.0,0.0,0.0,0.0,1.0,28,14,30,30,77,137,14,28,52,58,22774,17870,362,414,19034,30848,375741,589150,43983,51268,31767,41731,2171,2545,63,48,18,26,35704,43807
646,2.0,6.0,2.0,0.0,2.0,4.0,3.0,1.0,2.0,3.0,0.0,1.0,665.0,646.0,461.0,513.0,1380.0,777.0,934.0,651.0,112.0,414.0,6.0,2.0,4.0,6.0,2.0,1.0,2.0,3.0,3.0,1.0,0.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,103.0,2.0,0.0,0.0,8.0,114.0,4.0,0.0,0.0,3.0,8.0,1.0,2.0,0.0,5.0,8.0,11.0,10.0,12.0,12.0,12.0,9.0,12.0,11.0,13.0,12.0,1210.0,2522.0,847.0,4000.0,0.0,1472.0,3304.0,2553.0,14762.0,193.0,118.0,34.0,36.0,138.0,178.0,30.0,124.0,8.0,150.0,185.0,5067.0,1863.0,12483.0,595.0,4171.0,697.0,7994.0,551.0,826.0,3937.0,2.0,63171.0,150287.0,174669.0,23126.0,9778.0,31365.0,52255.0,300236.0,219513.0,55398.0,1200490.0,6697.0,4850.0,13692.0,4596.0,4714.0,2364.0,11848.0,3407.0,15588.0,4130.0,5730.0,6216.0,9036.0,6188.0,7605.0,4412.0,7879.0,7391.0,9057.0,7499.0,5.0,0.0,420.0,464.0,362.0,0.0,542.0,194.0,550.0,302.0,0.0,0.0,8.0,21.0,2.0,8.0,8.0,28.0,8.0,3.0,8.0,20.0,200.0,7754.0,6183.0,9822.0,8815.0,9713.0,5248.0,8967.0,8356.0,11337.0,8797.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,19,11,30,30,109,126,11,19,56,58,7529,23334,500,501,23013,15171,302109,777689,32063,39823,32971,38042,1518,1316,54,60,10,15,41352,43640
647,6.0,14.0,4.0,9.0,7.0,14.0,3.0,4.0,5.0,6.0,1.0,0.0,143.0,24.0,1051.0,150.0,61.0,350.0,1639.0,808.0,1256.0,771.0,4.0,5.0,8.0,4.0,6.0,4.0,10.0,7.0,4.0,7.0,2.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,64.0,12.0,1.0,0.0,0.0,94.0,8.0,16.0,8.0,1.0,11.0,9.0,5.0,0.0,9.0,8.0,12.0,11.0,12.0,13.0,12.0,11.0,13.0,12.0,13.0,12.0,2692.0,3002.0,0.0,11089.0,3777.0,4210.0,1951.0,167.0,19146.0,963.0,97.0,3.0,32.0,119.0,124.0,7.0,150.0,26.0,123.0,146.0,10927.0,935.0,10916.0,2170.0,8623.0,1389.0,6856.0,14925.0,811.0,7365.0,0.0,128122.0,173460.0,224303.0,144489.0,14073.0,111647.0,107573.0,161256.0,245267.0,29897.0,1200314.0,13919.0,3937.0,14130.0,13543.0,12400.0,5989.0,8807.0,16636.0,20945.0,8328.0,9718.0,6214.0,9076.0,10285.0,8111.0,5550.0,9149.0,9933.0,9321.0,8661.0,6.0,8.0,298.0,0.0,3213.0,284.0,0.0,389.0,0.0,1543.0,988.0,0.0,10.0,22.0,8.0,16.0,13.0,100.0,10.0,2.0,261.0,13.0,100.0,9457.0,7368.0,8815.0,10602.0,9105.0,7779.0,10428.0,9026.0,9987.0,8870.0,1.0,3.0,4.0,1.0,66.0,1.0,1.0,26,33,30,30,81,118,33,25,60,61,21768,25229,379,448,34025,30892,622634,717453,59981,58653,42740,43278,4184,2531,147,308,40,32,45758,45679
648,1.0,9.0,5.0,4.0,10.0,10.0,0.0,5.0,2.0,9.0,1.0,1.0,1239.0,458.0,1014.0,402.0,663.0,533.0,1756.0,923.0,767.0,981.0,2.0,5.0,3.0,1.0,4.0,8.0,8.0,5.0,4.0,7.0,2.0,3.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,96.0,11.0,4.0,0.0,0.0,83.0,0.0,0.0,6.0,4.0,13.0,3.0,3.0,3.0,5.0,1.0,13.0,10.0,13.0,13.0,11.0,10.0,13.0,11.0,12.0,10.0,632.0,9452.0,1116.0,9350.0,397.0,2498.0,1789.0,6058.0,670.0,1547.0,143.0,33.0,28.0,182.0,90.0,26.0,167.0,9.0,168.0,110.0,11019.0,1148.0,15504.0,981.0,6564.0,875.0,9916.0,450.0,5111.0,8267.0,0.0,106187.0,261428.0,427721.0,197606.0,15927.0,126048.0,495253.0,128011.0,175675.0,54437.0,1200340.0,11652.0,11160.0,17533.0,10331.0,9204.0,3373.0,11706.0,6887.0,7559.0,9815.0,9178.0,7352.0,11289.0,8887.0,7063.0,5768.0,8431.0,7273.0,8410.0,7406.0,8.0,7.0,0.0,560.0,911.0,0.0,2242.0,0.0,0.0,378.0,1777.0,0.0,24.0,29.0,6.0,14.0,10.0,21.0,12.0,7.0,12.0,37.0,100.0,10960.0,7178.0,10214.0,11260.0,7723.0,6726.0,10386.0,8124.0,9202.0,7244.0,1.0,4.0,4.0,2.0,0.0,1.0,0.0,18,29,30,30,117,83,28,18,60,56,13993,19516,469,487,34943,24892,873489,1114804,52093,47127,42185,38872,3153,2715,75,97,30,25,46883,42134
649,0.0,10.0,8.0,3.0,5.0,8.0,3.0,6.0,1.0,5.0,0.0,1.0,819.0,562.0,35.0,1220.0,1073.0,564.0,913.0,611.0,1783.0,816.0,6.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,1.0,4.0,0.0,4.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,14.0,0.0,4.0,90.0,9.0,13.0,3.0,2.0,2.0,6.0,0.0,3.0,3.0,2.0,12.0,10.0,11.0,13.0,12.0,9.0,14.0,11.0,11.0,12.0,7023.0,3144.0,779.0,590.0,9309.0,1940.0,571.0,3789.0,2643.0,3423.0,148.0,14.0,10.0,176.0,170.0,24.0,175.0,13.0,122.0,166.0,493.0,961.0,5503.0,10748.0,527.0,1193.0,12568.0,270.0,572.0,12339.0,1.0,50141.0,22466.0,479628.0,97800.0,206632.0,21965.0,24027.0,292627.0,143473.0,104293.0,1200347.0,7994.0,4231.0,7053.0,12643.0,9836.0,3542.0,13139.0,4386.0,3216.0,16459.0,7029.0,6562.0,6585.0,10305.0,7323.0,5624.0,9013.0,6911.0,6783.0,9916.0,9.0,2.0,478.0,125.0,770.0,1304.0,0.0,408.0,0.0,326.0,0.0,696.0,7.0,24.0,11.0,5.0,14.0,38.0,130.0,4.0,9.0,11.0,200.0,9269.0,6929.0,7639.0,10394.0,9174.0,5075.0,11459.0,7726.0,8134.0,8915.0,1.0,4.0,8.0,0.0,0.0,0.0,1.0,19,14,30,30,101,116,14,19,57,58,19641,13570,528,490,18464,26710,856166,586886,41068,41431,36866,39185,2960,1147,75,178,24,25,41551,43163
650,7.0,13.0,10.0,3.0,6.0,12.0,5.0,5.0,5.0,4.0,0.0,2.0,2016.0,420.0,859.0,1005.0,282.0,55.0,18.0,256.0,963.0,89.0,5.0,5.0,8.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,1.0,3.0,CLASSIC,MATCHED_GAME,11.21.403.3002,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,5.0,128.0,8.0,0.0,3.0,2.0,2.0,7.0,6.0,1.0,4.0,6.0,12.0,10.0,11.0,12.0,12.0,9.0,12.0,12.0,11.0,12.0,730.0,6887.0,1494.0,8919.0,1199.0,3545.0,10052.0,0.0,9336.0,442.0,101.0,6.0,12.0,123.0,146.0,7.0,130.0,18.0,118.0,125.0,6482.0,692.0,9973.0,0.0,10312.0,1030.0,879.0,9385.0,2103.0,16224.0,1.0,117216.0,114564.0,146924.0,43982.0,120519.0,80054.0,162785.0,230408.0,57562.0,96176.0,1200333.0,10675.0,8293.0,12443.0,9245.0,12959.0,4575.0,10931.0,10209.0,11935.0,17295.0,7416.0,6070.0,6309.0,8465.0,8807.0,5030.0,7683.0,8931.0,8163.0,10333.0,11.0,4.0,3463.0,713.0,975.0,326.0,1446.0,0.0,0.0,824.0,496.0,628.0,9.0,36.0,2.0,12.0,13.0,55.0,12.0,12.0,11.0,18.0,200.0,8765.0,6517.0,7589.0,8644.0,8647.0,5768.0,9584.0,9533.0,8413.0,8883.0,4.0,4.0,10.0,0.0,9.0,0.0,1.0,26,19,30,30,74,141,19,26,56,57,15887,26717,389,397,27797,29283,508695,661495,49897,58663,36027,41180,6210,2661,91,89,38,32,39413,42930
651,0.0,5.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,901.0,81.0,541.0,218.0,942.0,192.0,671.0,977.0,424.0,503.0,3.0,1.0,1.0,2.0,3.0,1.0,5.0,0.0,4.0,3.0,4.0,1.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,116.0,0.0,8.0,0.0,0.0,92.0,4.0,0.0,5.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,13.0,10.0,12.0,13.0,11.0,9.0,12.0,12.0,12.0,10.0,13436.0,0.0,267.0,5755.0,0.0,1573.0,0.0,3026.0,4661.0,726.0,140.0,27.0,16.0,164.0,162.0,31.0,87.0,15.0,143.0,166.0,1728.0,3248.0,5753.0,916.0,5457.0,447.0,6194.0,979.0,993.0,7840.0,2.0,56127.0,51602.0,443193.0,408952.0,6738.0,36069.0,87310.0,438551.0,15337.0,5250.0,1200336.0,16318.0,3987.0,6737.0,6672.0,6012.0,2165.0,7045.0,4647.0,5956.0,8566.0,7966.0,5380.0,7906.0,7478.0,7712.0,4742.0,5096.0,7502.0,7284.0,7278.0,1.0,11.0,1154.0,738.0,717.0,0.0,554.0,144.0,851.0,642.0,302.0,0.0,11.0,29.0,5.0,9.0,10.0,30.0,8.0,4.0,9.0,8.0,100.0,10133.0,6200.0,9792.0,10421.0,7371.0,5163.0,8782.0,8688.0,9039.0,7075.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,10,13,30,30,124,96,13,10,58,56,21031,8413,513,438,14301,19254,951079,598050,37904,30201,35804,32540,2569,2533,65,58,9,12,42880,39784
652,4.0,10.0,9.0,4.0,3.0,7.0,5.0,2.0,5.0,5.0,0.0,1.0,942.0,655.0,1030.0,644.0,391.0,184.0,26.0,96.0,380.0,347.0,3.0,3.0,2.0,1.0,4.0,4.0,5.0,5.0,4.0,1.0,2.0,2.0,CLASSIC,MATCHED_GAME,11.22.406.3587,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,13.0,96.0,12.0,4.0,9.0,1.0,1.0,4.0,4.0,0.0,4.0,1.0,12.0,9.0,11.0,12.0,10.0,9.0,11.0,11.0,12.0,10.0,6890.0,3448.0,94.0,4083.0,1074.0,2261.0,0.0,580.0,9952.0,725.0,114.0,22.0,2.0,165.0,126.0,37.0,102.0,31.0,135.0,155.0,4112.0,686.0,6261.0,2026.0,9453.0,1122.0,6233.0,6712.0,488.0,8260.0,0.0,131591.0,50894.0,216744.0,90645.0,95170.0,44562.0,91854.0,88273.0,91885.0,391230.0,1200473.0,11230.0,4780.0,7220.0,6393.0,10527.0,3933.0,6249.0,7958.0,10441.0,10342.0,9976.0,5280.0,6680.0,8509.0,6966.0,4659.0,6476.0,8196.0,6655.0,9822.0,8.0,3.0,228.0,646.0,864.0,284.0,0.0,550.0,16.0,666.0,0.0,1356.0,254.0,36.0,3.0,9.0,13.0,31.0,9.0,11.0,3.0,7.0,200.0,9141.0,5596.0,7387.0,9778.0,6129.0,5041.0,7781.0,8269.0,8653.0,7168.0,1.0,2.0,6.0,2.0,1.0,0.0,0.0,14,18,30,30,112,125,18,14,54,53,14402,14705,444,445,22974,22379,578712,714136,39303,39770,36790,36429,1926,2684,310,66,27,27,37476,37467
653,1.0,6.0,3.0,2.0,5.0,4.0,0.0,3.0,0.0,4.0,0.0,1.0,1199.0,147.0,1557.0,1488.0,510.0,608.0,697.0,944.0,739.0,455.0,1.0,5.0,0.0,4.0,6.0,4.0,3.0,1.0,3.0,4.0,1.0,2.0,CLASSIC,MATCHED_GAME,11.19.398.9466,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,123.0,3.0,4.0,0.0,1.0,120.0,0.0,4.0,4.0,1.0,3.0,5.0,1.0,2.0,3.0,5.0,13.0,10.0,13.0,13.0,11.0,10.0,12.0,12.0,13.0,12.0,1195.0,3971.0,522.0,6482.0,1505.0,4932.0,4591.0,310.0,17200.0,264.0,155.0,28.0,36.0,154.0,143.0,6.0,159.0,14.0,190.0,187.0,10440.0,842.0,5371.0,2214.0,7726.0,965.0,523.0,8570.0,491.0,13150.0,0.0,292590.0,36745.0,578854.0,142679.0,759.0,163497.0,596869.0,262935.0,139538.0,58650.0,1200427.0,11636.0,5755.0,6642.0,8697.0,9231.0,5897.0,5762.0,9260.0,17712.0,14359.0,8964.0,5307.0,8457.0,8783.0,7143.0,5593.0,7217.0,7444.0,10068.0,9305.0,7.0,2.0,0.0,941.0,748.0,0.0,0.0,0.0,647.0,379.0,20.0,943.0,9.0,35.0,5.0,6.0,6.0,20.0,8.0,7.0,10.0,4.0,200.0,10409.0,6131.0,10090.0,10239.0,8063.0,6139.0,9475.0,8773.0,11175.0,9483.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,15,16,30,30,137,125,15,15,60,59,14636,26336,494,578,26716,23576,1178379,1094737,42103,52848,38940,39341,748,2930,46,64,15,13,44940,45037
